wd_id,osm_relid,latlong_wgs84,ibge_id,name
1804001,297767,Point(-53.306944444 -24.798888888),4106308,Corbélia
1804009,297748,Point(-54.102777777 -24.942777777),4107157,Diamante d'Oeste
1804038,303730,Point(-35.35 -8.7),2600401,Água Preta
1804048,303667,Point(-36.874166666 -8.574722222),2616001,Venturosa
1804056,2215552,Point(-42.196944444 -21.411944444),3303005,Miracema
1804068,301172,Point(-35.946944444 -6.465),2405405,Japi
1804078,303671,Point(-37.34 -8.752777777),2615805,Tupanatinga
1804085,2215550,Point(-42.07488 -21.77006),3302106,Itaocara
1804085,2215550,Point(-42.081944444 -21.678888888),3302106,Itaocara
1804093,303677,Point(-34.891944444 -7.776388888),2607752,Itapissuma
1804101,303732,Point(-35.291111111 -7.999166666),2606101,Glória do Goitá
1804109,303618,Point(-37.690277777 -8.540833333),2606606,Ibimirim
1804116,2213765,Point(-41.690833333 -21.420833333),3302056,Italva
1804119,303619,Point(-38.703888888 -8.833888888),2607406,Itacuruba
1804157,297775,Point(-53.136944444 -22.922777777),4113502,Loanda
1804163,297850,Point(-53.848888888 -25.146944444),4105300,Céu Azul
1804169,297776,Point(-52.275833333 -24.285833333),4113734,Luiziana
1804176,297648,Point(-51.078888888 -25.570833333),4110201,Inácio Martins
1804185,297702,Point(-51.691944444 -24.178888888),4112504,Jardim Alegre
1804194,297485,Point(-53.127777777 -25.615833333),4106571,Cruzeiro do Iguaçu
1804201,297800,Point(-53.575833333 -25.26),4113452,Lindoeste
1804212,297467,Point(-53.847777777 -24.065833333),4108320,Francisco Alves
1804230,297517,Point(-52.105833333 -24.423888888),4110805,Iretama
1804240,297558,Point(-53.163888888 -25.941944444),4107405,Enéas Marques
1804247,297590,Point(-51.923888888 -24.176944444),4108551,Godoy Moreira
1804254,297712,Point(-51.737777777 -24.078888888),4113759,Lunardelli
1804262,297609,Point(-49.635833333 -25.583888888),4102307,Balsa Nova
1804272,297530,Point(-51.587777777 -23.940833333),4103305,Borrazópolis
1804280,297570,Point(-52.685833333 -22.933888888),4108908,Guairaçá
1804288,297747,Point(-52.118888888 -25.736944444),4108452,Foz do Jordão
1804297,297556,Point(-51.786944444 -24.315833333),4101655,Arapuã
1804305,297695,Point(-52.540833333 -25.306944444),4117057,Nova Laranjeiras
1804315,297576,Point(-50.228888888 -23.050833333),4101101,Andirá
1804322,297560,Point(-53.011944444 -25.105833333),4109757,Ibema
1804332,314986,Point(-46.611944444 -22.285833333),3134905,"Jacutinga, Minas Gerais"
1804338,90129,Point(-46.645 -1.021944444),1500909,Augusto Corrêa
1804346,185578,Point(-49.94 -0.986944444),1500701,Anajás
1804361,185571,Point(-48.245 -1.360833333),1501501,Benevides
1804369,185606,Point(-49.216944444 -1.527777777),1504901,Muaná
1804377,185678,Point(-48.870833333 -1.39),1505700,Ponta de Pedras
1804740,297571,Point(-53.440833333 -24.027777777),4100707,Alto Piquiri
1804740,297571,Point(-53.34661 -24.12973),4100707,Alto Piquiri
1804747,297654,Point(-53.211944444 -25.635833333),4103024,Boa Esperança do Iguaçu
1804753,297754,Point(-52.712777777 -24.797777777),4100459,Altamira do Paraná
1804762,315082,Point(-43.187777777 -20.768888888),3153103,"Presidente Bernardes, Minas Gerais"
1804766,297596,Point(-51.627777777 -24.868888888),4103040,Boa Ventura de São Roque
1804770,185663,Point(-50.48 -1.681944444),1501808,Breves
1804776,297857,Point(-53.525 -24.196944444),4103370,Brasilândia do Sul
1804781,297780,Point(-51.826944444 -25.078888888),4103958,Campina do Simão
1804813,185614,Point(-48.962777777 -1.010833333),1502004,Cachoeira do Arari
1804821,297781,Point(-49.450833333 -25.368888888),4104253,Campo Magro
1804828,297474,Point(-53.407777777 -25.435833333),4103057,Boa Vista da Aparecida
1804834,297816,Point(-53.665 -25.880833333),4102752,Bela Vista da Caroba
1804839,185641,Point(-48.196944444 -1.960833333),1500206,Acará
1804868,314815,Point(-44.052777777 -20.332777777),3142304,Moeda
1804877,185658,Point(-50.395833333 -7.347777777),1501253,Bannach
1804899,185622,Point(-50.466944444 -6.790833333),1500347,Água Azul do Norte
1804902,185636,Point(-50.163888888 -1.9),1501105,Bagre
1804913,185648,Point(-48.141944444 -0.857777777),1508209,Vigia
1804924,297503,Point(-52.798888888 -24.591944444),4103909,Campina da Lagoa
1804993,333997,Point(-54.551944444 -18.100833333),5006408,Pedro Gomes
1805001,334031,Point(-54.398888888 -20.141944444),5004908,Jaraguari
1805007,333984,Point(-53.86 -22.668888888),5006259,Novo Horizonte do Sul
1805021,334041,Point(-54.185 -23.473888888),5004601,Itaquiraí
1805031,334034,Point(-54.565833333 -19.395),5007695,São Gabriel do Oeste
1805140,297819,Point(-51.552777777 -26.160833333),4102901,Bituruna
1805166,185631,Point(-48.341944444 -1.355),1504422,Marituba
1805206,185644,Point(-49.49213 -2.29582),1502103,Cametá
1805206,185644,Point(-49.495833333 -2.243888888),1502103,Cametá
1805230,185655,Point(-48.151944444 -2.418888888),1508001,Tomé-Açu
1805252,185577,Point(-57.753888888 -6.223888888),1503754,Jacareacanga
1805278,334038,Point(-52.622777777 -18.793888888),5002951,Chapadão do Sul
1805286,334039,Point(-55.015833333 -23.632777777),5007950,"Tacuru, Mato Grosso do Sul"
1805295,315126,Point(-42.297777777 -19.607777777),3170578,Vargem Alegre
1805304,297482,Point(-49.115 -25.205833333),4103107,Bocaiúva do Sul
1805342,314839,Point(-42.342777777 -20.890833333),3142106,Miradouro
1805355,315086,Point(-41.537777777 -18.998888888),3127305,Galiléia
1805359,314665,Point(-42.642777777 -21.531944444),3138401,"Leopoldina, Minas Gerais"
1805365,314611,Point(-50.580833333 -19.550833333),3138625,Limeira do Oeste
1805380,297788,Point(-51.230833333 -22.78),4100806,Alvorada do Sul
1805388,297700,Point(-53.901944444 -23.873888888),4100509,Altônia
1805391,297480,Point(-49.826944444 -24.157777777),4101606,Arapoti
1805395,297586,Point(-51.190833333 -22.996944444),4102802,Bela Vista do Paraíso
1805405,333652,Point(-56.720833333 -13.446944444),5107305,São José do Rio Claro
1805412,333630,Point(-59.458888888 -10.166944444),5101407,Aripuanã
1805417,333713,Point(-58.763888888 -12.988888888),5107875,Sapezal
1805419,334026,Point(-54.403888888 -23.890833333),5004809,Japorã
1805426,333736,Point(-53.281944444 -17.825833333),5100607,Alto Taquari
1805433,333603,Point(-55.41 -10.315833333),5108808,Nova Guarita
1805437,333982,Point(-55.83 -21.135),5005806,Nioaque
1805488,333996,Point(-54.165 -22.275833333),5003454,Deodápolis
1805496,333989,Point(-54.788888888 -22.078888888),5004502,Itaporã
1805505,334025,Point(-51.93 -19.725833333),5004403,Inocência
1805536,333609,Point(-54.352777777 -11.532777777),5108303,União do Sul
1805540,333645,Point(-59.147777777 -13.898888888),5102686,Campos de Júlio
1805547,333629,Point(-52.832777777 -16.763888888),5106703,Ponte Branca
1805550,333650,Point(-54.920833333 -16.000833333),5107404,São Pedro da Cipa
1805557,333698,Point(-55.952777777 -10.557777777),5106216,Nova Canaã do Norte
1805562,333613,Point(-52.555833333 -16.198888888),5108204,Torixoréu
1805569,333669,Point(-53.08 -13.241944444),5103858,Gaúcha do Norte
1805578,333705,Point(-52.316944444 -15.933888888),5106653,Pontal do Araguaia
1805582,334052,Point(-52.421944444 -21.713888888),5001904,Bataguassu
1805588,334030,Point(-54.612777777 -22.04),5003504,Douradina
1805596,333725,Point(-56.327777777 -14.72),5105903,Nobres
1805601,333717,Point(-51.568888888 -10.643888888),5103353,Confresa
1805608,333614,Point(-55.455 -10.812777777),5103205,Colíder
1805614,333635,Point(-50.668888888 -11.221944444),5105309,Luciara
1805618,333611,Point(-54.050833333 -14.431944444),5106307,Paranatinga
1805622,333647,Point(-51.632777777 -10.877777777),5106778,Porto Alegre do Norte
1805629,333660,Point(-54.883888888 -16.050833333),5105200,Juscimeira
1805634,333616,Point(-54.967777777 -15.965),5104807,Jaciara
1805638,334018,Point(-54.843888888 -18.917777777),5007406,Rio Verde de Mato Grosso
1805645,333596,Point(-56.476944444 -9.665),5106299,Paranaíta
1805653,333662,Point(-51.830833333 -11.053888888),5102694,Canabrava do Norte
1805662,333627,Point(-56.802777777 -14.455),5106000,Nortelândia
1805671,333727,Point(-55.225833333 -11.912777777),5107248,Santa Carmem
1805676,333638,Point(-57.180833333 -15.072777777),5101704,Barra do Bugres
1805679,334412,Point(-46.407777777 -14.478888888),5203962,Buritinópolis
1805683,334421,Point(-46.112777777 -14.487777777),5212709,Mambaí
1805688,334480,Point(-50.633888888 -17.560833333),5219712,Santo Antônio da Barra
1805694,334489,Point(-48.22 -13.532777777),5213087,Minaçu
1805725,334403,Point(-52.063888888 -17.528888888),5216452,Perolândia
1805729,334526,Point(-48.881944444 -13.653888888),5208103,Formoso
1805732,315412,Point(-44.757777777 -21.032777777),3108008,Bom Sucesso
1805741,334416,Point(-49.12 -15.135),5219456,Santa Rita do Novo Destino
1805747,315058,Point(-43.221944444 -21.671944444),3115904,Chácara
1805751,315371,Point(-45.920833333 -22.550833333),3118502,"Consolação, Minas Gerais"
1805760,334604,Point(-49.577777777 -14.763888888),5216908,Pilar de Goiás
1805766,334542,Point(-49.328888888 -14.862777777),5220157,São Luís do Norte
1805778,334417,Point(-49.707777777 -15.353888888),5205000,Carmo do Rio Verde
1805781,315010,Point(-41.222777777 -18.981944444),3127370,"Goiabeira, Minas Gerais"
1805800,334432,Point(-49.701944444 -14.731944444),5209457,Guarinos
1805807,334385,Point(-51.961944444 -18.305833333),5220504,Serranópolis
1805819,334546,Point(-49.51 -15.446944444),5218706,Rianápolis
1805821,333643,Point(-51.823888888 -12.941944444),5107180,Ribeirão Cascalheira
1805829,334005,Point(-52.036944444 -21.255833333),5002308,"Brasilândia, Mato Grosso do Sul"
1806100,185575,Point(-49.901944444 -6.067777777),1505536,Parauapebas
1806305,333619,Point(-56.845833333 -14.45),5101308,Arenápolis
1806310,333999,Point(-55.528888888 -23.271944444),5003157,Coronel Sapucaia
1806323,333676,Point(-55.831944444 -9.957777777),5102793,Carlinda
1806329,333688,Point(-57.978888888 -12.155),5101902,Brasnorte
1806336,334001,Point(-54.383888888 -21.465833333),5006002,Nova Alvorada do Sul
1806340,334050,Point(-52.717777777 -22.187777777),5000807,Anaurilândia
1806349,333681,Point(-57.351944444 -11.412777777),5106273,Novo Horizonte do Norte
1806358,334037,Point(-54.232777777 -22.417777777),5004007,Glória de Dourados
1806364,333718,Point(-55.957777777 -16.278888888),5101605,Barão de Melgaço
1806373,333684,Point(-57.485833333 -14.618888888),5107958,Tangará da Serra
1806430,2219099,Point(-43.662777777 -22.403888888),3306206,Vassouras
1806488,332926,Point(-45.823888888 -3.242777777),2114007,Zé Doca
1806494,333618,Point(-55.255 -12.990833333),5106240,Nova Ubiratã
1806505,333720,Point(-58.352777777 -15.470833333),5101258,Araputanga
1806509,333995,Point(-51.418888888 -20.366944444),5007802,Selvíria
1806514,333668,Point(-52.691944444 -16.485),5107198,Ribeirãozinho
1806527,333680,Point(-53.032777777 -16.855833333),5101209,Araguainha
1806537,334035,Point(-52.830833333 -21.302777777),5007554,Santa Rita do Pardo
1806546,333640,Point(-52.352777777 -14.672777777),5106257,Nova Xavantina
1806571,332778,Point(-43.527777777 -3.333888888),2110401,São Benedito do Rio Preto
1806584,333728,Point(-54.773888888 -14.657777777),5106455,Planalto da Serra
1806591,333691,Point(-56.62 -10.806944444),5107941,Tabaporã
1806599,333666,Point(-57.52 -11.255),5105101,Juara
1806605,334046,Point(-51.733888888 -19.112777777),5002902,Cassilândia
1806620,1841179,Point(-40.656944444 -19.738888888),3204955,"São Roque do Canaã, Espírito Santo"
1806625,1838487,Point(-40.622777777 -19.144444444),3204658,"São Domingos do Norte, Espírito Santo"
1806633,1838561,Point(-40.541944444 -19.412777777),3203353,"Marilândia, Espírito Santo"
1806645,1826739,Point(-40.728888888 -20.835),3204203,Piúma
1806653,1837218,Point(-40.388888888 -18.997777777),3205176,"Vila Valério, Espírito Santo"
1806654,302565,Point(-37.975833333 -4.94),2311801,Russas
1806661,1827270,Point(-40.823888888 -21.042777777),3203320,"Marataízes, Espírito Santo"
1806664,1826738,Point(-40.682777777 -20.412777777),3203346,Marechal Floriano
1806671,1838488,Point(-40.332777777 -19.265),3204351,Rio Bananal
1806678,1837247,Point(-40.540833333 -18.123888888),3204252,Ponto Belo
1806710,1826751,Point(-40.833888888 -21.010833333),3202801,"Itapemirim, Espírito Santo"
1806714,1842157,Point(-40.875 -19.873888888),3202900,Itarana
1806721,1832494,Point(-41.122777777 -18.862777777),3203304,"Mantenópolis, Espírito Santo"
1806727,1828258,Point(-41.653888888 -21.025),3204807,"São José do Calçado, Espírito Santo"
1806732,1837215,Point(-40.097777777 -19.196944444),3205010,"Sooretama, Espírito Santo"
1806739,1829621,Point(-41.395 -20.788888888),3203106,"Jerônimo Monteiro, Espírito Santo"
1806745,1840859,Point(-41.135 -20.34),3205069,Venda Nova do Imigrante
1806753,242493,Point(-52.98177 -28.79752),4300554,"Alto Alegre, Rio Grande do Sul"
1806753,242493,Point(-52.99 -28.772777777),4300554,"Alto Alegre, Rio Grande do Sul"
1806762,298202,Point(-50.166666666 -21.586111111),3501103,"Alto Alegre, São Paulo"
1806805,334555,Point(-49.948888888 -15.561944444),5211206,Itapuranga
1806809,334485,Point(-49.705833333 -14.437777777),5219704,Santa Terezinha de Goiás
1806815,334503,Point(-47.05 -14.448888888),5207907,Flores de Goiás
1806816,334394,Point(-49.177777777 -14.016944444),5212808,Mara Rosa
1806822,334466,Point(-49.388888888 -14.288888888),5214879,Nova Iguaçu de Goiás
1806828,334461,Point(-49.81 -13.635833333),5203575,Bonópolis
1806837,334445,Point(-49.015 -13.713888888),5219605,Santa Tereza de Goiás
1806847,334598,Point(-49.895833333 -15.021944444),5214705,Nova América
1806851,362451,Point(-44.201944444 -13.07),2906105,Canápolis
1806860,334554,Point(-50.023888888 -15.613888888),5209291,Guaraíta
1806864,334448,Point(-49.148888888 -13.440833333),5218003,Porangatu
1806869,334516,Point(-46.176944444 -14.563888888),5206701,Damianópolis
1806877,334568,Point(-46.631944444 -14.095833333),5209903,Iaciara
1806886,334399,Point(-49.151944444 -14.313888888),5204706,Campinorte
1806898,334472,Point(-49.275 -13.732777777),5214101,Mutunópolis
1806904,334490,Point(-48.74 -13.508888888),5221452,Trombas
1806945,334397,Point(-48.640833333 -17.980833333),5212907,Marzagão
1806945,334397,Point(-48.64083333 -17.98083333),5212907,Marzagão
1806952,334564,Point(-49.570833333 -15.142777777),5214861,Nova Glória
1806958,334470,Point(-46.482777777 -14.473888888),5220686,Simolândia
1806964,334596,Point(-50.056944444 -15.320833333),5213855,Morro Agudo de Goiás
1806968,362182,Point(-38.083888888 -11.941944444),2910503,Entre Rios
1806982,334418,Point(-49.548888888 -14.950833333),5210901,Itapaci
1806986,334508,Point(-46.252777777 -14.805),5220702,Sítio d'Abadia
1806993,362373,Point(-39.630833333 -11.605833333),2922730,Nova Fátima
1807006,302533,Point(-38.718888888 -6.79),2305704,Ipaumirim
1807012,1828867,Point(-41.685833333 -20.62),3201803,"Divino de São Lourenço, Espírito Santo"
1807019,362150,Point(-39.858888888 -12.87),2921302,Milagres
1807022,1828257,Point(-41.671944444 -21.113888888),3201100,"Bom Jesus do Norte, Espírito Santo"
1807030,362319,Point(-41.986944444 -11.295833333),2925600,Presidente Dutra
1807039,302541,Point(-39.268888888 -3.277777777),2313500,Trairi
1807045,332462,Point(-59.825833333 -3.220833333),1301159,Careiro da Várzea
1807050,332480,Point(-64.382777777 -6.533888888),1300904,Canutama
1807057,302510,Point(-40.840833333 -2.901944444),2302602,Camocim
1807060,362268,Point(-40.301944444 -11.415833333),2930600,Serrolândia
1807223,303617,Point(-36.370833333 -8.145833333),2602605,Brejo da Madre de Deus
1807293,,Point(-41.010711 -21.613639),,Paraíba do Sul
1807293,,Point(-41.016666666 -21.6),,Paraíba do Sul
1807301,332984,Point(-45.2885 -5.5583),2101608,Barra do Corda
1807301,332984,Point(-45.242777777 -5.505833333),2101608,Barra do Corda
1807313,332958,Point(-44.78 -4.225),2101202,Bacabal
1807317,185669,Point(-51.995 -6.645),1507300,São Félix do Xingu
1807361,303882,Point(-37.310833333 -10.997777777),2803203,Itaporanga d'Ajuda
1807371,303943,Point(-36.840277777 -10.211111111),2805703,Propriá
1807399,303895,Point(-37.787777777 -9.641944444),2801207,Canindé de São Francisco
1807445,325868,Point(-62.185555555 -9.863055555),1101757,Vale do Anari
1807456,325863,Point(-62.7114 -11.6936),1100320,São Miguel do Guaporé
1807668,2211796,Point(-41.615833333 -21.487777777),3301157,Cardoso Moreira
1807706,362180,Point(-40.555 -11.73),2924801,Piritiba
1807715,362347,Point(-40.32 -11.528888888),2933109,Várzea do Poço
1807726,1828868,Point(-41.666944444 -20.540833333),3202553,"Ibitirama, Espírito Santo"
1807737,362186,Point(-39.866944444 -11.411944444),2929370,São José do Jacuípe
1807747,362137,Point(-40.470833333 -14.67),2925006,Planalto
1807758,362206,Point(-39.908888888 -11.812777777),2924652,Pintadas
1807767,362352,Point(-40.941944444 -11.258888888),2933158,Várzea Nova
1807777,,Point(-39.852777777 -10.690833333),2917003,Itiúba
1807790,242779,Point(-52.627777777 -27.715833333),4303806,Campinas do Sul
1807792,1828865,Point(-41.678888888 -20.775833333),3202306,"Guaçuí, Espírito Santo"
1807804,1842848,Point(-40.37 -19.831944444),3202504,"Ibiraçu, Espírito Santo"
1807812,362202,Point(-39.378888888 -13.761944444),2924678,Piraí do Norte
1807821,362230,Point(-41.155833333 -11.55),2921708,Morro do Chapéu
1807858,362368,Point(-40.493888888 -12.283888888),2927200,Ruy Barbosa
1807869,302514,Point(-38.372777777 -5.106944444),2308708,Morada Nova
1807887,362298,Point(-39.220833333 -17.340833333),2925501,Prado
1807902,302600,Point(-38.861944444 -6.400833333),2305407,Icó
1807909,1829622,Point(-41.532777777 -20.763888888),3200201,"Alegre, Espírito Santo"
1807909,1829622,Point(-41.51937 -20.70897),3200201,"Alegre, Espírito Santo"
1807920,1829725,Point(-41.640833333 -20.345),3202652,Irupi
1807966,362455,Point(-40.141944444 -14.793888888),2922706,Nova Canaã
1807976,332467,Point(-60.459444444 -3.428055555),1302553,Manaquiri
1807989,301260,Point(-37.156944444 -7.128888888),2503407,Cacimba de Areia
1808002,301302,Point(-37.497777777 -6.348888888),2502805,Brejo do Cruz
1808002,301302,Point(-37.49716 -6.32578),2502805,Brejo do Cruz
1808017,301289,Point(-35.171944444 -6.915833333),2504033,Capim
1808029,301425,Point(-35.707777777 -7.545),2501302,Aroeiras
1808046,362442,Point(-40.320833333 -10.508888888),2906006,Campo Formoso
1808087,303798,Point(-35.257777777 -9.254444444),2703601,Japaratinga
1808097,303775,Point(-36.633888888 -9.536944444),2703106,Igaci
1808105,303779,Point(-35.560833333 -9.317777777),2708501,São Luís do Quitunde
1808118,303826,Point(-36.221944444 -9.167777777),2708105,Santana do Mundaú
1808128,362312,Point(-41.266944444 -11.965833333),2904050,Bonito
1808142,362338,Point(-39.077777777 -11.528888888),2903276,Barrocas
1808170,303838,Point(-36.057777777 -9.01),2708303,São José da Laje
1808177,,Point(-49.489722222 -23.707777777),3522802,"Itaporanga, São Paulo"
1808190,303805,Point(-37.380833333 -9.557777777),2708402,São José da Tapera
1808246,298326,Point(-50.2039 -22.6378),3539707,Platina
1808246,298326,Point(-50.203888888 -22.637777777),3539707,Platina
1808261,,Point(-48.4125 -20.688055555),3524204,"Jaborandi, São Paulo"
1808271,303794,Point(-36.985 -9.531944444),2704401,Major Isidoro
1808286,298522,Point(-47.996944444 -23.877777777),3550209,São Miguel Arcanjo
1808294,303851,Point(-37.293888888 -9.536111111),2705804,Olho d'Água do Casado
1808298,362504,Point(-41.665 -14.203888888),2904605,Brumado
1808307,362315,Point(-41.467777777 -11.693888888),2905305,Cafarnaum
1808316,362211,Point(-40.190833333 -10.462777777),2930105,Senhor do Bonfim
1808328,303852,Point(-36.475833333 -9.925),2704005,Junqueiro
1808337,302619,Point(-39.731944444 -5.127777777),2302404,Boa Viagem
1808347,362548,Point(-38.125833333 -9.735833333),2927606,Santa Brígida
1808367,302520,Point(-39.875 -6.873888888),2301604,Assaré
1808379,302505,Point(-38.708333333 -4.224166666),2300150,Acarape
1808393,362266,Point(-39.013888888 -13.035),2922508,Nazaré
1808402,362243,Point(-39.623888888 -10.977777777),2925808,Queimadas
1808426,301352,Point(-37.12 -7.888888888),2509701,Monteiro
1808436,362214,Point(-38.216944444 -10.6),2910750,Fátima
1808440,332508,Point(-72.583888888 -7.545833333),1301654,Guajará
1808448,332516,Point(-58.021944444 -2.748888888),1302009,Itapiranga
1808458,302577,Point(-39.201944444 -6.253888888),2311355,Quixelô
1808481,302594,Point(-38.716944444 -6.73),2301802,Baixio
1808490,301295,Point(-35.268888888 -6.716944444),2505279,Curral de Cima
1808500,362519,Point(-39.333888888 -15.428888888),2928059,Santa Luzia
1808524,303863,Point(-36.023888888 -10.003888888),2703759,Jequiá da Praia
1808537,362476,Point(-45.805 -12.091944444),2919553,Luis Eduardo Magalhaes
1808550,301331,Point(-37.818888888 -7.536944444),2508000,Juru
1808562,362184,Point(-39.332777777 -10.437777777),2921500,Monte Santo
1808573,332499,Point(-64.833333333 -3.2),1300029,Alvarães
1808581,332475,Point(-57.718611111 -3.383611111),1302900,Maués
1808590,,Point(-48.875833333 -23.981944444),3522406,"Itapeva, São Paulo"
1808637,301395,Point(-38.561944444 -6.89),2503704,Cajazeiras
1808648,301367,Point(-35.958888888 -7.087777777),2509503,Montadas
1808661,301305,Point(-37.825 -6.376944444),2502904,Brejo dos Santos
1808674,301400,Point(-36.730833333 -7.073888888),2501351,Assunção
1808686,301312,Point(-37.097777777 -8.075833333),2517407,Zabelê
1808697,301411,Point(-37.746944444 -6.343888888),2504306,Catolé do Rocha
1808707,301437,Point(-38.093888888 -7.737777777),2514552,São José de Princesa
1808715,301475,Point(-36.0 -7.52),2501575,Barra de Santana
1808722,298134,Point(-49.008888888 -24.656944444),3542800,Ribeira
1808731,,Point(-35.78333 -9.63333),,Mundaú Lagoon
1808734,303801,Point(-35.46 -8.841944444),2703502,Jacuípe
1808745,301340,Point(-35.325833333 -7.102777777),2503803,Caldas Brandão
1808791,303853,Point(-36.99 -9.4),2701209,Cacimbinhas
1808849,303835,Point(-37.995833333 -9.385833333),2702405,Delmiro Gouveia
1808880,303856,Point(-37.376944444 -9.482777777),2701803,Carneiros
1808899,303820,Point(-37.936111111 -9.260833333),2700102,Água Branca
1808910,301337,Point(-37.805833333 -6.960833333),2503753,Cajazeirinhas
1808922,298365,Point(-47.550833333 -21.478888888),3550902,"São Simão, São Paulo"
1808935,301431,Point(-36.135 -7.481944444),2502508,Boqueirão
1809601,297675,Point(-50.196944444 -25.985833333),4101309,Antônio Olinto
1809608,303920,Point(-36.855833333 -10.737777777),2805307,Pirambu
1809609,303596,Point(-36.705 -8.185833333),2611200,Poção
1809636,303604,Point(-37.156388888 -8.623333333),2602803,Buíque
1809642,302667,Point(-43.948888888 -10.136944444),2201101,Avelino Lopes
1809660,362430,Point(-39.106944444 -13.598888888),2922607,Nilo Peçanha
1810825,302661,Point(-41.51271 -7.10697),2208007,Picos
1810825,302661,Point(-41.466944444 -7.076944444),2208007,Picos
1810825,302661,Point(-41.46694444 -7.07694444),2208007,Picos
1811039,302828,Point(-40.971944444 -7.375833333),2201572,Belém do Piauí
1811052,303644,Point(-35.761944444 -8.358888888),2603504,Camocim de São Félix
1811064,303744,Point(-40.770833333 -8.446944444),2605152,Dormentes
1811106,303652,Point(-35.659166666 -8.491944444),2601300,Barra de Guabiraba
1811142,303746,Point(-35.213333333 -8.000833333),2604403,Chã de Alegria
1811159,303631,Point(-38.963888888 -8.757777777),2601607,Belém de São Francisco
1811171,297865,Point(-51.805 -23.037777777),4123402,Santa Fé
1811182,303587,Point(-35.227777777 -7.741944444),2609501,Nazaré da Mata
1811192,185635,Point(-47.396944444 -0.928888888),1506906,New Santarém
1811382,302638,Point(-39.496944444 -6.536944444),2303303,Cariús
1811500,362469,Point(-40.127777777 -11.411944444),2925931,Quixabeira
1811948,302538,Point(-40.375833333 -7.073888888),2302701,"Campos Sales, Ceará"
1812846,301162,Point(-36.920833333 -5.798888888),2412807,"São Rafael, Rio Grande do Norte"
1812998,332819,Point(-45.93 -9.110833333),2100501,Alto Parnaíba
1813001,332875,Point(-46.035833333 -7.532777777),2101400,Balsas
1813008,332865,Point(-44.78 -3.453888888),2101004,Arari
1813066,314988,Point(-44.658888888 -19.632777777),3149606,"Pequi, Minas Gerais"
1813838,,Point(-39.627778 -5.742778),,Sertões Cearenses
1813940,,Point(-51.157601 -30.034065),,Porto Alegre Brazil Temple
1814259,303836,Point(-36.791944444 -9.957777777),2701506,Campo Grande
1814259,6186248,Point(-36.791944444 -9.957777777),2701506,Campo Grande
1814454,297849,Point(-52.616944444 -22.708888888),4127304,Terra Rica
1814461,303663,Point(-35.273888888 -7.406944444),2603603,Camutanga
1814491,297731,Point(-49.968888888 -23.160833333),4111803,Jacarezinho
1814500,,Point(-43.460833333 -2.597777777),2105005,Humberto de Campos
1814508,303790,Point(-37.35 -9.235833333),2704609,Maravilha
1814514,185576,Point(-47.855 -0.733888888),1502905,Curuçá
1814522,302545,Point(-39.436944444 -3.580833333),2313559,Tururu
1814531,301424,Point(-35.631944444 -6.617777777),2505709,Dona Inês
1815057,301458,Point(-35.663888888 -7.695833333),2517001,Umbuzeiro
1815210,302516,Point(-39.27 -3.792777777),2310704,Pentecoste
1815539,314977,Point(-45.241944444 -18.205833333),3169356,Três Marias
1815617,296533,Point(-53.003888888 -27.077777777),4216008,"São Carlos, Santa Catarina"
1815627,296547,Point(-52.560833333 -26.723888888),4205175,"Entre Rios, Santa Catarina"
1815639,296658,Point(-53.44 -26.653888888),4202099,Barra Bonita
1815648,296566,Point(-52.86 -26.721944444),4208955,Jardinópolis
1815669,296550,Point(-51.806944444 -27.222777777),4213906,Presidente Castelo Branco
1815677,296560,Point(-49.643888888 -28.982777777),4205191,"Ermo, Santa Catarina"
1815686,296534,Point(-52.625 -26.801944444),4210555,Marema
1815693,296749,Point(-50.98 -27.222777777),4211058,"Monte Carlo, Santa Catarina"
1815704,296780,Point(-49.780833333 -27.42),4201802,"Atalanta, Santa Catarina"
1815712,296555,Point(-51.377777777 -26.855833333),4210050,Macieira
1815721,296791,Point(-49.423888888 -27.492777777),4207403,"Imbuia, Santa Catarina"
1815730,296517,Point(-49.006944444 -28.466944444),4218707,Tubarão
1815756,296502,Point(-53.216666666 -26.77),4210506,"Maravilha, Santa Catarina"
1815899,302610,Point(-40.238888888 -3.673888888),2312908,Sobral
1815907,298133,Point(-49.220833333 -21.467777777),3533502,"Novo Horizonte, São Paulo"
1815918,303773,Point(-37.001944444 -9.658888888),2703700,Jaramataia
1815927,301465,Point(-36.026944444 -7.42),2504355,Caturité
1815951,297910,Point(-51.700277777 -21.489444444),3534807,Ouro Verde
1815958,298124,Point(-47.135 -23.528888888),3550605,"São Roque, São Paulo"
1815966,303785,Point(-37.293888888 -9.535833333),2705705,Olho d'Água das Flores
1815979,301392,Point(-36.577777777 -7.067777777),2507705,Juazeirinho
1815994,,Point(-46.671122 -23.537889),,Pontifícia Universidade Católica de São Paulo
1816037,303788,Point(-36.093888888 -9.780833333),2708600,São Miguel dos Campos
1816046,301415,Point(-38.673888888 -6.926944444),2503308,Cachoeira dos Índios
1816058,301330,Point(-36.055833333 -7.743888888),2500536,Alcantil
1816070,301325,Point(-36.060833333 -7.076944444),2512002,Pocinhos
1816080,301375,Point(-38.550833333 -6.451944444),2502052,Bernardino Batista
1816094,303829,Point(-35.802777777 -9.637777777),2702207,Coqueiro Seco
