wd_id,osm_relid,latlong_wgs84,ibge_id,name
10376519,,Point(-34.91189722 -8.02885833),,Sítio da Trindade
10376837,,Point(-67.83188889 -9.93966667),,TV Acre
10376839,,Point(-35.72501667 -9.65529722),,TV Ponta Verde
10376851,,Point(-44.17774167 -2.55018611),,TV Alternativa
10376852,,Point(-43.93139722 -19.91833611),,TV Alterosa Belo Horizonte
10376862,,Point(-43.016089 -6.78472),,TV Alvorada do Sul
10376863,,Point(-51.07615833 0.02610833),,TV Amapá
10376865,,Point(-59.993275 -3.09785),,TV Amazonas
10376874,,Point(-47.46973889 -5.51835),,TV Anajás
10376878,,Point(-48.22878056 -7.17960833),,TV Anhanguera Araguaína
10376879,,Point(-49.26510278 -16.72207778),,TV Anhanguera Goiânia
10376881,,Point(-49.07061111 -11.72809722),,TV Anhanguera Gurupi
10376891,,Point(-42.79750278 -5.10806944),,TV Antena 10
10376892,,Point(-42.79752778 -5.11002222),,TV Antares
10376918,,Point(-44.29060556 -2.52473333),,TV Athenas
10376925,,Point(-47.03281944 -22.94133889),,TV Bandeirantes Campinas
10376928,,Point(-49.288 -25.39919444),,TV Bandeirantes Curitiba
10376930,,Point(-59.99608333 -3.10002778),,TV Bandeirantes Amazonas
10376934,,Point(-51.20072222 -30.06041667),,TV Bandeirantes Porto Alegre
10376936,,Point(-43.23027778 -22.9475),,TV Bandeirantes Rio de Janeiro
10376937,,Point(-48.52072222 -27.60841667),,TV Catarina
10376938,,Point(-38.50810556 -12.99640278),,TV Bandeirantes Bahia
10376956,,Point(-46.37555556 -23.95715833),,TVB Litoral
10376957,,Point(-47.88852222 -15.78129444),,TV Brasil Capital
10376960,,Point(-44.27997222 -2.54121111),,TV Brasil Maranhão
10376963,,Point(-43.18369167 -22.91018889),,TV Brasil Rio de Janeiro
10376964,,Point(-46.74439167 -23.53278611),,TV Brasil São Paulo
10376972,,Point(-34.87552778 -7.11630556),,TV Cabo Branco
10376975,,Point(-39.25575556 -14.784325),,RecordTV Cabrália
10377002,,Point(-47.46946389 -5.53250278),,TV Capital
10377004,,Point(-55.50197222 -11.87988889),,TV Capital
10377013,,Point(-38.50193611 -3.74223333),,TV Ceará
10377049,,Point(-44.29201944 -2.53431667),,TV Cidade
10377051,,Point(-47.47279167 -5.52611111),,TV Cidade Esperança
10377070,,Point(-42.79609444 -5.10990833),,TV Clube
10377072,,Point(-34.87850833 -8.05158611),,TV Clube
10377088,,Point(-41.775 -2.90805556),,TV Costa Norte
10377089,,Point(-34.87795833 -7.12299167),,TV Correio
10377106,,Point(-51.46459722 -29.67692222),,TV Cultura do Vale
10377120,,Point(-44.29060556 -2.52473333),,TV Difusora São Luís
10377122,,Point(-43.34922222 -4.86775),,TV Difusora Caxias
10377131,,Point(-44.30454444 -2.52786389),,TV Educadora (São Luís)
10377135,,Point(-38.50008333 -12.997125),,TV Educativa da Bahia
10377138,,Point(-51.23269444 -30.07284444),,TV Educativa de Porto Alegre
10377148,,Point(-60.01852778 -3.11319444),,TV Em Tempo
10377173,,Point(-35.7319 -9.66171667),,TV Gazeta
10377182,,Point(-47.88865 -15.7858),,TV Globo Brasília
10377184,,Point(-43.40658889 -22.95871111),,TV Globo Internacional
10377185,,Point(-43.96373056 -19.90113611),,TV Globo Minas
10377186,,Point(-43.96373056 -19.90113611),,TV Globo Nordeste
10377189,,Point(-46.69791667 -23.61483611),,TV Globo São Paulo
10377190,,Point(-43.22122222 -22.96436389),,TV Globo Rio de Janeiro
10377204,,Point(-54.5905 -20.476611111),,TV Interativa
10377222,,Point(-46.66204722 -23.52486111),,Ideal TV
10377225,,Point(-49.28974722 -25.40405833),,TV Iguaçu
10377230,,Point(-47.45057778 -5.51335278),,TV Imperatriz (canal 25)
10377263,,Point(-34.87869722 -8.05361667),,TV Jornal
10377265,,Point(-48.33583333 -10.18),,RecordTV Tocantins
10377279,,Point(-41.96222222 -18.88063889),,TV Leste
10377309,,Point(-54.58878333 -20.472775),,TV MS
10377319,,Point(-38.500075 -3.74623611),,TV Manchete Fortaleza
10377322,,Point(-43.17308333 -22.9242),,TV Manchete Rio de Janeiro
10377335,,Point(-44.299125 -2.54130556),,TV Maranhense
10377348,,Point(-42.79586389 -5.11143889),,TV Meio Norte Teresina
10377364,,Point(-47.47702778 -5.52247222),,TV Mirante Imperatriz
10377366,,Point(-44.30435556 -2.50618056),,TV Mirante São Luís
10377377,,Point(-54.599825 -20.47923333),,TV Morena
10377394,,Point(-54.57138889 -25.52972222),,TV Naipi
10377438,,Point(-51.22036944 -30.08024722),,TV Pampa Porto Alegre
10377439,,Point(-48.3325 -10.22944444),,TV Educativa do Tocantins
10377449,,Point(-35.89577778 -7.19636111),,TV Paraíba
10377494,,Point(-56.08333333 -15.58222222),,TV Vila Real
10377508,,Point(-51.23304167 -30.07536944),,RecordTV RS
10377509,,Point(-46.66139167 -23.52556111),,RecordTV São Paulo
10377510,,Point(-49.358275 -20.83321111),,RecordTV Rio Preto
10377548,,Point(-34.87850833 -8.05158611),,TV Rádio Clube de Pernambuco
10377549,,Point(-48.53408056 -27.58870278),,TV SIM (São Mateus)
10377561,,Point(-37.06884444 -10.89128056),,TV Sergipe
10377579,,Point(-39.72936111 -17.52104167),,TV Sul Bahia
10377581,,Point(-44.29611944 -2.54529444),,TV São Luís
10377586,,Point(-47.42113333 -23.48062778),,TV TEM
10377600,,Point(-53.45111111 -24.96916667),,TV Tarobá Cascavel
10377616,,Point(-46.37499167 -23.95400278),,TV Tribuna
10377619,,Point(-34.87086944 -7.99323333),,TV Tribuna
10377633,,Point(-46.68185833 -23.54495278),,TV Tupi São Paulo
10377636,,Point(-34.84908333 -7.13644444),,TV UFPB
10377642,,Point(-51.15286667 -29.79619167),,TV Unisinos
10377646,,Point(-34.8746 -8.04951667),,TV Universitária
10377655,,Point(-51.24661667 -30.08828889),,TV Urbana
10377661,,Point(-45.54584722 -23.03616111),,TV Vanguarda Taubaté
10377671,,Point(-60.12041667 -12.73669444),,TV Vilhena
10377752,,Point(-35.76916667 -9.57805556),,Tabuleiro do Martins
10378020,,Point(-46.84194444 -23.46555556),,Tamboré
10378062,,Point(-53.8815 -29.7008),,"Tancredo Neves, Santa Maria"
10378151,,Point(-48.78694444 -21.44694444),,Tapinas (Itápolis)
10378173,,Point(-47.05166667 -22.88083333),,Taquaral (Campinas)
10378248,,Point(-44.595055555 -23.044805555),,Tarituba
10378400,,Point(-43.1818 -22.927),,Tavares Bastos
10378807,,Point(-44.302476 -2.529028),,Teatro Arthur Azevedo
10378820,,Point(-46.324361111 -23.936416666),,Teatro Coliseu Santista
10378822,,Point(-46.645903 -23.5493048),,Teatro Cultura Artística
10378849,,Point(-43.1767524 -22.907422),,Teatro Glauce Rocha
10378872,,Point(-44.2587337 -21.1346701),,Teatro Municipal (São João del-Rei)
10378873,,Point(-47.06529167 -22.910975),,Teatro Municipal José de Castro Mendes
10378874,,Point(-37.345721 -5.190759),,Teatro Municipal Dix-Huit Rosado
10378879,,Point(-35.217501 -5.797846),,Teatro Municipal Sandoval Wanderley
10378880,,Point(-35.88779722 -7.22101389),,Severino Cabral Municipal Theatre
10378882,,Point(-47.42299167 -23.47693056),,Teatro Municipal Teotônio Vilela
10378884,,Point(-47.06138889 -22.90647222),,Teatro Municipal de Campinas
10378889,,Point(-47.89383056 -22.01571667),,São Carlos Municipal Theatre
10378890,,Point(-47.1602523 -22.7856486),,Teatro Municipal de Paulínia
10378891,,Point(-46.7988565 -21.9696289),,Teatro Municipal de São João da Boa Vista
10378892,,Point(-50.156887 -25.121612),,Teatro Municipal Álvaro Augusto Cunha Rocha
10378895,,Point(-46.56444444 -23.45166667),,Teatro Nelson Rodrigues
10378897,,Point(-47.80968889 -21.17435278),,Teatro Pedro II
10378929,,Point(-40.346809 -3.687637),,Teatro São João (Sobral)
10378933,,Point(-56.06338889 -15.60990833),,Teatro Universitário
10378954,,Point(-46.6468 -23.5552),,Teatro da Vertigem
10379002,,Point(-48.54861111 -27.59555556),,Teatro Álvaro de Carvalho
10379140,,Point(-34.89166667 -7.59561111),,Tejucopapo
10379623,,Point(-53.79045278 -29.72959722),,Tomazetti
10380023,,Point(-34.838838 -7.993274),,Templo Budista de Olinda
10380026,,Point(-51.216677777 -30.040652777),,Positivist temple in Porto Alegre
10380031,,Point(-43.275675 -22.88168889),,Templo da Glória do Novo Israel
10380603,,Point(-43.360556 -22.995833),,Terminal Alvorada
10380622,,Point(-36.91861111 -10.84472222),,Terminal Marítimo Inácio Barbosa
10380624,,Point(-47.07138889 -22.90638889),,Terminal Metropolitano Prefeito Magalhães Teixeira
10380625,,Point(-47.0725 -22.90583333),,Terminal Multimodal de Campinas
10380635,,Point(-40.35166667 -20.32166667),,Terminal Rodoviário Carlos Alberto Vivácqua Campos
10380637,,Point(-50.16916667 -25.095),,Terminal Rodoviário Intermunicipal de Ponta Grossa
10380638,,Point(-54.62432222 -20.46306389),,Terminal Rodoviário Heitor Eduardo Laburu
10380643,,Point(-46.36596389 -23.51183611),,Terminal Rodoviário Pedro Fava - Cidade Kemel
10380647,,Point(-43.94185556 -19.91396111),,Terminal Rodoviário de Belo Horizonte
10380652,,Point(-56.08966111 -15.58073889),,Terminal Rodoviário de Cuiabá
10380657,,Point(-48.31305556 -10.25694444),,Terminal Rodoviário de Palmas
10380664,,Point(-47.889780555 -22.005458333),,São Carlos Bus Terminal
10380668,,Point(-43.20897222 -22.89937222),,Novo Rio Bus Terminal
10380672,,Point(-46.623874 -23.502467),,Terminal Santana
10380685,,Point(-40.19583333 -20.15944444),,Terminal de Jacaraípe
10380751,,Point(-62.998092 1.918617),,Terra Indígena Yanomami
10380760,,Point(-56.07075833 -15.58131111),,Terra Nova (bairro de Cuiabá)
10380809,,Point(-46.64353 -23.54537),,Terraço Itália
10380816,,Point(-38.4661737 -12.937162),,Terreiro Bate Folha
10380824,,Point(-38.5024837 -12.992039),,Terreiro Tumba Junçara
10380836,,Point(-38.507852 -12.99566),,Ilê Axé Iyá Omin Iyamassê
10381759,,Point(-47.07238611 -22.93651111),,The Royal Palm Plaza
10381944,,Point(-53.806411 -29.6857497),,Theatro Treze de Maio
10382464,,Point(-56.01502778 -15.63207778),,Tijucal (bairro de Cuiabá)
10382767,,Point(-47.36755556 -22.74875833),,Tivoli Shopping
10382833,,Point(-43.99694444 -19.86416667),,Toca da Raposa I
10382835,,Point(-44.003055555 -19.834722222),,Toca da Raposa II
10383700,,Point(-46.651166666 -23.56525),,Torre Cásper Líbero
10383705,,Point(-46.657 -23.560166666),,Torre Grande Avenida
10383712,,Point(-49.29416667 -25.42444444),,Torre Panorâmica de Curitiba
10383723,,Point(-47.93638889 -15.83444444),,Torre Tóquio
10383727,,Point(-47.93638889 -15.83416667),,Torre Yokohama
10384405,,Point(-46.291527777 -23.987416666),,Santos—Guarujá Crossing
10384464,,Point(-35.735 -9.66583),,Maceió Urban Rail
10384790,,Point(-48.523951 -27.585779),,Trindade (Florianópolis)
10385919,,Point(-47.05305556 -22.89583333),,Tênis Clube de Campinas
10386017,,Point(-43.19122222 -22.96236111),,Túnel Alaor Prata
10386018,,Point(-38.35611111 -12.98888889),,Túnel Américo Simas
10386020,,Point(-46.671777777 -23.585555555),,Ayrton Senna Tunnel
10386022,,Point(-46.656388888 -23.562472222),,Daher Elias Cutait Tunnel
10386024,,Point(-43.34580556 -22.934),,Túnel Engenheiro Enaldo Cravo Peixoto
10386026,,Point(-43.34397222 -22.93041667),,Túnel Geólogo Enzo Totis
10386028,,Point(-43.19419444 -22.89938889),,Túnel João Ricardo
10386032,,Point(-43.19088889 -22.97052778),,Túnel Major Rubens Vaz
10386034,,Point(-43.19330556 -22.91352778),,Túnel Martim de Sá
10386035,,Point(-43.25444444 -22.90963611),,Túnel Noel Rosa
10386037,,Point(-46.6956003 -23.5877258),,Túnel Presidente Jânio Quadros
10386039,,Point(-43.20225833 -22.94053611),,Túnel Rebouças
10386041,,Point(-43.19000833 -22.92556389),,Túnel Santa Bárbara
10386044,,Point(-43.19294444 -22.97947222),,Túnel Sá Freire Alvim
10386047,,Point(-43.24455556 -22.98933333),,Túnel Zuzu Angel
10386051,,Point(-43.52768333 -23.01339722),,Túnel da Grota Funda
10386052,,Point(-43.19966667 -22.93505556),,Túnel da Rua Alice
10386059,,Point(-43.28933333 -23.01083333),,Túnel do Joá
10386063,,Point(-43.17941667 -22.95191667),,Túnel do Pasmado
10386100,,Point(-38.43131 -12.98253),,UCI Aeroclube
10387664,,Point(-34.9325 -7.15583333),,Unidade de Conservação Estadual da Mata do Xem-xem
10387726,,Point(-46.327777777 -23.943888888),,University Center Monte Serrat
10387780,,Point(-52.66503333 -27.09321111),,Universidade Comunitária Regional de Chapecó
10387797,,Point(-47.54699444 -22.39588333),,Universidade Estadual Paulista (Rio Claro)
10387801,,Point(-45.88846667 -23.19950278),,Universidade Estadual Paulista (São José dos Campos)
10387814,,Point(-39.17223 -14.79875),,State University of Santa Cruz
10387818,,Point(-49.97361111 -23.16027778),,Universidade Estadual do Norte do Paraná
10387822,,Point(-43.924816 -19.943813),,Universidade Fundação Mineira de Educação e Cultura
10387824,,Point(-39.304151 -7.256444),,Universidade Federal do Cariri
10387825,,Point(-45.4494 -22.4128),,Universidade Federal de Alfenas
10387829,,Point(-67.83122 -9.97544),,Universidade Federal do Acre
10387833,,Point(-43.2239 -22.8625),,Federal University of Western Pará
10387839,,Point(-43.30694444 -22.89320278),,Gama Filho University
10387853,,Point(-46.323083333 -23.957305555),,Universidade Metropolitana de Santos
10387857,,Point(-46.332055555 -23.943277777),,Universidade Paulista
10387870,,Point(-46.321333333 -23.964111111),,Universidade Santa Cecília
10387891,,Point(-38.4810399 -3.7682969),,Universidade de Fortaleza
10387910,,Point(-46.6333 -23.55),,Bahia State University
10388345,,Point(-51.67472222 -29.06666667),,Usina Hidrelétrica 14 de Julho
10388346,,Point(-42.404 -21.44988889),,Usina Hidrelétrica Barra do Braúna
10388348,,Point(-56.455739 -4.998491),,Cachoeira do Cai Dam
10388349,,Point(-55.732596 -5.902442),,Cachoeira dos Patos Dam
10388355,,Point(-53.284684 -29.447853),,Dona Francisca Hydroelectric Plant
10388365,,Point(-53.2358 -29.2615),,Usina Hidrelétrica Itaúba
10388368,,Point(-46.02119 -23.19309),,Usina Hidrelétrica Jaguari
10388369,,Point(-55.874181 -5.658876),,Jamanxim Dam
10388370,,Point(-53.2261111 -29.0795589),,Usina Hidrelétrica Leonel de Moura Brizola
10388371,,Point(-56.914293 -5.189099),,Jatobá Hydroelectric Power Plant
10388374,,Point(-47.279444 -20.153056),,Luiz Barreto Dam
10388376,,Point(-42.83638889 -21.47027778),,Usina Hidrelétrica Maurício
10388379,,Point(-47.92666667 -22.02305556),,Monjolinho Hydroelectric Power Plant
10388380,,Point(-53.19 -29.0166),,Usina Hidrelétrica Passo Real
10388396,,Point(-41.0238 -19.4986),,Usina Hidrelétrica de Aimorés
10388400,,Point(-49.49083333 -18.50277778),,Usina Hidrelétrica de Cachoeira Dourada
10388402,,Point(-46.62361111 -21.57472222),,Usina Hidrelétrica de Caconde
10388404,,Point(-44.61611111 -21.32444444),,Usina Hidrelétrica de Camargos
10388412,,Point(-46.95083333 -21.60138889),,Usina Hidrelétrica de Euclides da Cunha
10388413,,Point(-48.99166667 -21.75777778),,Usina Hidrelétrica de Ibitinga
10388416,,Point(-39.586662 -15.968317),,Usina Hidrelétrica de Itapebi
10388417,,Point(-44.625 -21.29305556),,Usina Hidrelétrica de Itutinga
10388418,,Point(-47.433725 -20.02381389),,Jaguara Dam
10388419,,Point(-43.31030556 -21.80388889),,Usina Hidrelétrica de Joasal
10388421,,Point(-47.00860977 -21.62527847),,Usina Hidrelétrica de Limoeiro
10388423,,Point(-55.785176 -14.870897),,Manso Dam
10388424,,Point(-48.04194444 -18.90916667),,Usina Hidrelétrica de Miranda
10388425,,Point(-49.19777778 -20.30388889),,Marimbondo Dam
10388425,,Point(-49.19777778 -20.30305556),,Marimbondo Dam
10388427,,Point(-50.2012 -21.1182),,Nova Avanhandava Dam
10388428,,Point(-43.33938889 -21.84530556),,Usina Hidrelétrica de Paciência
10388429,,Point(-47.6975 -19.13305556),,Usina Hidrelétrica de Nova Ponte
10388433,,Point(-43.3725 -21.50472222),,Usina Hidrelétrica de Piau
10388434,,Point(-44.775 -18.933888888),,Retiro Baixo Dam
10388434,,Point(-44.781666666 -18.875833333),,Retiro Baixo Dam
10388435,,Point(-47.323869444 -16.210433333),,Queimado Dam
10388435,,Point(-47.316944444 -16.090833333),,Queimado Dam
10388436,,Point(-52.87222222 -22.60194444),,Usina Hidrelétrica de Rosana
10388438,,Point(-49.99833298 -22.90416718),,Usina Hidrelétrica de Salto Grande
10388441,,Point(-63.454669 -8.751663),,Samuel Hydroelectric Dam
10388449,,Point(-45.036422222 -21.143458333),,Funil Hydropower Plant
10388450,,Point(-48.2215 -20.0323),,Volta Grande Dam
10388452,,Point(-48.97833333 -22.95777778),,Usina Hidrelétrica do Rio Novo
10388456,,Point(-35.908256 -7.29638889),,Usina Termelétrica Campina Grande
10388473,,Point(-43.7689958 -22.9148039),,Santa Cruz power plant
10388600,,Point(-44.32583333 -3.14361111),,VTV
10388780,,Point(-44.275388888 -19.950638888),,Vale Verde Parque Ecológico
10388801,,Point(-39.77055556 -19.15833333),,Vale da Suruaca
10388851,,Point(-47.797 -24.609),,Vale do Ribeira
10388866,,Point(-38.23083333 -6.76083333),,Vale dos Dinossauros
10388949,,Point(-46.333277777 -23.931222222),,Valongo
10389264,,Point(-50.53944444 -22.08055556),,Varpa
10389750,,Point(-48.5036 -1.45222),,Ver-o-peso
10390009,,Point(-47.05361111 -22.90972222),,Via Expressa Waldemar Paschoal
10390049,,Point(-46.636777777 -23.55225),,Viaduto Dona Paulina
10390056,,Point(-49.26194444 -16.69138889),,Latif Sebba Viaduct
10390061,,Point(-46.772722222 -23.539027777),,Reinaldo de Oliveira Bridge
10390063,,Point(-47.046725 -22.90586944),,Viaduto São Paulo
10390065,,Point(-36.77916667 -7.10888889),,Viaduto da Serra da Viração
10390066,,Point(-43.93454167 -19.91995278),,Viaduto de Santa Teresa
10390069,,Point(-36.87555556 -7.1125),,Viaduto dos Oitis
10390119,,Point(-47.07972222 -22.90138889),,Viação Caprioli
10390279,,Point(-48.02666667 -15.80805556),,Vicente Pires
10390300,,Point(-46.284277777 -23.956916666),,Vicente de Carvalho
10390570,,Point(-47.02583333 -22.87222222),,Vila 31 de Março (Campinas)
10390577,,Point(-47.125 -22.97055556),,Vila Aeroporto (Campinas)
10390582,,Point(-43.4789 -22.8694),,"Vila Aliança, Rio de Janeiro"
10390600,2165529,Point(-46.725497 -23.627946),,Vila Andrade District
10390602,,Point(-46.69416667 -23.53861111),,Vila Anglo Brasileira
10390621,,Point(-47.08944444 -22.91222222),,Vila Aurocan (Campinas)
10390646,,Point(-53.80751389 -29.67892778),,Vila Belga
10390658,,Point(-47.12277778 -22.88833333),,Vila Boa Vista (Campinas)
10390662,,Point(-46.97277778 -22.88722222),,Vila Bourbon (Sousas)
10390663,,Point(-47.02777778 -22.89611111),,Vila Brandina (Campinas)
10390670,,Point(-46.64916667 -23.54333333),,Vila Buarque
10390682,,Point(-46.76825 -23.5435),,Vila Campesina
10390687,,Point(-46.56833333 -22.72055556),,Vila Capivari
10390689,,Point(-42.32111111 -22.87194444),,Vila Capri
10390695,,Point(-46.59055556 -23.59722222),,Vila Carioca
10390707,,Point(-47.10972222 -22.91583333),,Vila Castelo Branco (Campinas)
10390734,,Point(-46.69666667 -23.61694444),,Vila Cordeiro
10390743,,Point(-47.06916667 -22.85638889),,Vila Costa e Silva (Campinas)
10390776,,Point(-43.42238889 -22.78680556),,Vila Emil
10390807,,Point(-47.02277778 -22.94833333),,Vila Formosa (Campinas)
10390812,3049457,Point(-46.54724 -23.568546),,Vila Formosa District
10390825,,Point(-47.03916667 -22.93555556),,Vila Georgina (Campinas)
10390827,,Point(-46.69666667 -23.62333333),,Vila Gertrudes
10390828,,Point(-46.56805556 -23.54833333),,Vila Gomes Cardim
10390835,,Point(-46.69166667 -23.59277778),,Vila Guarani (Jabaquara)
10390848,,Point(-47.08777778 -22.90638889),,Vila IAPI (Campinas)
10390856,,Point(-46.73 -23.57166667),,Vila Indiana
10390858,,Point(-47.07083333 -22.91027778),,Vila Industrial (Campinas)
10390881,,Point(-46.6411273 -23.5621383),,Vila Itororó
10390893,,Point(-47.47666667 -23.50555556),,Vila Jardini (Sorocaba)
10390894,,Point(-47.04 -22.93027778),,Vila Joaquim Inácio (Campinas)
10390897,,Point(-46.97083333 -22.88111111),,Vila José Iório (Sousas)
10390898,,Point(-46.246333333 -23.986916666),,Vila Júlia
10390899,,Point(-43.4861 -22.8561),,"Vila Kennedy, Rio de Janeiro"
10390902,,Point(-47.18815 -23.11694167),,Vila Kostka
10390907,,Point(-47.03611111 -22.92194444),,Vila Lemos (Campinas)
10390910,3049368,Point(-46.735526 -23.530202),,Vila Leopoldina District
10390912,,Point(-43.3 -22.76666667),,Vila Leopoldina
10390943,3049369,Point(-46.576206 -23.512274),,Vila Maria District
10390949,,Point(-46.635 -23.58611111),,Vila Mariana (bairro de São Paulo)
10390951,,Point(-47.05194444 -22.92472222),,Vila Marieta (Campinas)
10390966,3049508,Point(-46.520917 -23.5412),,Vila Matilde District
10390971,,Point(-47.06361111 -22.86111111),,Vila Miguel Vicente Cury (Campinas)
10390975,,Point(-43.216016 -22.908001),,Vila Mimosa
10390984,,Point(-47.08277778 -22.82944444),,Vila Modesto Fernandes (Barão Geraldo)
10390989,,Point(-46.60972222 -23.58194444),,Vila Monumento
10391003,,Point(-46.7075 -23.76333333),,Vila Natal
10391009,,Point(-47.04 -22.87055556),,Vila Nogueira (Campinas)
10391010,,Point(-43.40686111 -22.791),,Vila Norma
10391011,,Point(-43.41072222 -22.78858333),,Vila Norma (Mesquita)
10391018,,Point(-47.06888889 -22.88),,Vila Nova (Campinas)
10391044,,Point(-46.66805556 -23.59222222),,Vila Nova Conceição
10391061,,Point(-43.95359722 -19.82845278),,Vila Olímpica
10391079,,Point(-47.02916667 -22.92305556),,Vila Orozimbo Maia (Campinas)
10391080,,Point(-43.6518344 -22.9275542),,Vila Paciência
10391082,,Point(-47.15305556 -22.86611111),,Vila Padre Anchieta (Nova Aparecida)
10391086,,Point(-47.10583333 -23.03138889),,Vila Palmeiras (Campinas)
10391112,,Point(-47.11472222 -22.93),,Vila Perseu Leite de Barros (Campinas)
10391152,3049459,Point(-46.573677 -23.59261),,Vila Prudente District
10391161,,Point(-43.18333333 -22.6),,Vila Recreio
10391166,,Point(-47.13972222 -22.86527778),,Vila Renascença (Nova Aparecida)
10391170,,Point(-47.09527778 -22.9325),,Vila Rica (Campinas)
10391188,,Point(-46.69722222 -23.52861111),,Vila Romana
10391198,,Point(-47.14222222 -22.87333333),,Vila Réggio (Nova Aparecida)
10391214,,Point(-47.09416667 -22.81611111),,Vila Santa Isabel (Barão Geraldo)
10391233,,Point(-47.45715 -23.48674722),,Vila Santana (Sorocaba)
10391234,,Point(-46.97972222 -22.88916667),,Vila Santana (Sousas)
10391236,,Point(-46.62811667 -23.48892222),,Vila Santana (bairro de Santana)
10391269,,Point(-47.0925 -22.91055556),,Vila São Bento (Campinas)
10391284,,Point(-47.08222222 -22.81777778),,Vila São João (Barão Geraldo)
10391305,,Point(-46.97361111 -22.88361111),,Vila Sônia (Sousas)
10391312,,Point(-47.08833333 -22.91),,Vila Teixeira (Campinas)
10391325,,Point(-47.12277778 -22.94111111),,Vila União (Campinas)
10391362,,Point(-46.247944444 -23.971777777),,Vila Zilda
10391383,,Point(-44.723888888 -23.350694444),,Trindade
10391401,,Point(-48.767845 -1.566043),,Vila dos Cabanos
10391408,,Point(-46.28125 -23.946722222),,Vila Áurea
10391442,,Point(-49.19666667 -25.415),,Vilinha
10392138,,Point(-40.296505 -20.277354),,Vitória Antares
10392375,,Point(-47.87273611 -22.06467778),,Volkswagen Motores
10392656,,Point(-44.169444444 -19.918888888),,Várzea das Flores
10392656,,Point(-44.154444444 -19.9025),,Várzea das Flores
10392659,,Point(-44.727305555 -23.190722222),,Várzea do Corumbê
10394025,,Point(-46.697027777 -23.608666666),,World Trade Center of São Paulo
10395049,,Point(-51.163525 -23.32329444),,Zerão
10395253,,Point(-46.70111111 -23.56333333),,Southwest Zone
10395628,,Point(-46.67138889 -23.52944444),,Água Branca
10395633,,Point(-46.61944444 -23.48361111),,Água Fria
10395646,,Point(-45.1667 -20.4333),,Água Rasa
10395652,,Point(-47.89277778 -21.89666667),,Água Vermelha (São Carlos)
10395926,,Point(-45.04388889 -22.99472222),,Mananciais do Rio Paraíba do Sul Environmental Protection Area
10395934,,Point(-67.77777778 -9.95694444),,Área de Proteção Ambiental Igarapé São Francisco
10395936,,Point(-54.23972222 -24.06638889),,Área de Proteção Ambiental Ilhas e Várzeas do Rio Paraná
10395937,,Point(-49.527835 -9.655774),,Ilha do Bananal / Cantão Environmental Protection Area
10395939,,Point(-67.8 -10.075),,Área de Proteção Ambiental Lago do Amapá
10395945,,Point(-42.32388889 -22.57222222),,Área de Proteção Ambiental da Bacia do Rio São João - Mico Leão
10395949,,Point(-44.554 -22.387),,Serrinha do Alambari Environmental Protection Area
10395950,,Point(-36.85 -5.01666667),,Área de Proteção Ambiental das Dunas do Rosado
10395951,,Point(-44.93333333 -1.58333333),,Área de Proteção Ambiental das Reentrâncias Maranhenses
10395953,,Point(-44.67666667 -23.27805556),,Cairuçu Environmental Protection Area
10395956,,Point(-47.45194444 -24.59166667),,Área de Proteção Ambiental de Cananéia-Iguapé-Peruíbe
10395957,,Point(-42.95 -22.49166667),,Área de Proteção Ambiental de Guapi-Mirim
10395966,,Point(-51.033233 0.158075),,Rio Curiaú Environmental Protection Area
10395968,,Point(-44.09277778 -22.54805556),,Área de Relevante Interesse Ecológico Floresta da Cicuta
10395969,,Point(-46.2 -24.26333333),,Ilha do Ameixal Area of Relevant Ecological Interest
10395970,,Point(-47.11111111 -22.82222222),,Mata de Santa Genebra
10395971,,Point(-67.86666667 -3.26666667),,Javari-Buriti Area of Relevant Ecological Interest
10395973,,Point(-47.10916667 -22.74583333),,Área de Relevante Interesse Ecológico Matão de Cosmópolis
10395974,,Point(-47.66666667 -21.5),,Cerrado Pé de Gigante
10395975,,Point(-59.87305556 -2.41361111),,Biological Dynamics of Forest Fragments Project Area of Relevant Ecological Interest
10395976,,Point(-49.89916667 -26.78972222),,Área de Relevante Interesse Ecológico Serra da Abelha
10395977,,Point(-47.59694444 -21.71805556),,Buriti de Vassununga
10396276,,Point(-43.4265 -22.79527778),,Édson Passos
10436887,,Point(-46.215555555 -23.539444444),,Brás Cubas (distrito de Mogi das Cruzes)
10438940,,Point(-41.9918 -22.99444),,Ilha do Cabo Frio
10442899,,Point(-43.29138889 -22.94777778),,Q10442899
10685999,,Point(-47.889231 -15.824418),,"Embassy of Sweden, Brasília"
10854988,,Point(-55.8069 -20.4839),,Q10854988
10978158,,Point(-45.9325 -21.88111111),,Alfenas Airport
10978158,,Point(-45.93306 -21.43167),,Alfenas Airport
11305898,,Point(-46.7658 -23.645),,Escola Japonesa de São Paulo
11681623,,Point(-46.7674 -23.236),,Estação Botujuru
11769259,,Point(-43.2603 -22.8812),,Maria da Graça
11994797,,Point(-43.19123 -22.98766),,Parque Garota de Ipanema
12038630,,Point(15.80898285 49.05288315),,Moravskobudějovický microregion
12072491,,Point(-46.63861111 -23.54666667),,Alexandre Mackenzie Building
12084541,2731074,Point(-46.616324 -23.543751),,Brás District
12109219,,Point(-34.94972222 -8.03083333),,Caxangá
12141051,,Point(-46.73416667 -23.55694444),,Ramus de Azevedu square
