osm_type,osm_id,wd_id,geohash
r,4821599,Q2677863,
r,4821600,Q2653001,
r,4826842,Q949494,
r,4826879,Q935753,
r,4826883,Q1874546,
r,4828724,Q594273,
r,4828879,Q542409,
r,4828900,Q598147,
r,4829012,Q933578,
r,4829019,Q576278,
r,4829063,Q1926510,
r,4829065,Q2596742,
r,4829073,Q2597303,
r,4829592,Q737129,
r,4829599,Q2548187,
r,4829687,Q2395113,
r,4830212,Q2327499,
r,4830223,Q2442106,
r,4830230,Q2395970,
r,4830654,Q213782,
r,4845284,Q3364545,
r,4846886,Q2540677,
r,4846888,Q2376710,
r,4846889,Q2540695,
r,4846890,Q2719080,
r,4846903,Q1909380,
r,4848767,Q2395917,
r,4849445,Q1976954,
r,4849450,Q1986298,
r,4849516,Q2321711,
r,4849517,Q2295858,
r,4849520,Q2245263,
r,4860103,Q3807313,
r,5122661,Q1482729,
r,5122713,Q1279982,
r,5122781,Q6063196,
r,5130874,Q16497262,
r,5130875,Q20053324,
r,5130964,Q9685856,
r,5138408,Q646167,
r,5138413,Q734670,
r,5138414,Q2716871,
r,5139297,Q2817303,
r,5141542,Q385406,
r,5144398,Q2182258,
r,5144404,Q2154916,
r,5144405,Q2667424,
r,5144654,Q2201909,
r,5144656,Q2236510,
r,5144662,Q2554734,
r,5144667,Q2597408,
r,5144668,Q2104676,
r,5144670,Q2185234,
r,5144675,Q2555185,
r,5144678,Q2368442,
r,5149710,Q4751594,
r,5149785,Q5226358,
r,5155677,Q7894370,
r,5176098,Q1451369,
r,5182473,Q5402142,
r,5198601,Q10283896,
r,5216213,Q10352842,
r,5216214,Q10353022,
r,5233795,Q10277149,
r,5239633,Q835960,
r,5249812,Q10274653,
r,5266298,Q20058938,
r,5273086,Q1140475,
r,5280905,Q3101238,
r,5291380,Q7231258,
r,5295199,Q10380191,
r,5296563,Q5244330,
r,5297518,Q2742774,
r,5320129,Q2827245,
r,5320131,Q2863548,
r,5320132,Q2873190,
r,5320133,Q592461,
r,5320134,Q780830,
r,5320135,Q2895203,
r,5320136,Q2895207,
r,5320137,Q2907507,
r,5320138,Q2909572,
r,5320139,Q2909575,
r,5320140,Q2934625,
r,5320141,Q9686073,
r,5320142,Q2940886,
r,5320143,Q2943218,
r,5320144,Q18463063,
r,5320145,Q2967761,
r,5320146,Q2972297,
r,5320147,Q5172256,
r,5320148,Q3002805,
r,5320149,Q3697584,
r,5320150,Q10275279,
r,5320151,Q5436241,
r,5320152,Q3067018,
r,5320153,Q5460963,
r,5320154,Q5573685,
r,5320155,Q5614184,
r,5320156,Q10295527,
r,5320157,Q2946145,
r,5320158,Q5936705,
r,5320159,Q5964393,
r,5320161,Q6017665,
r,5320162,Q3154187,
r,5320163,Q6159630,
r,5320164,Q6159637,
r,5320165,Q6159645,
r,5320166,Q6159651,
r,5320168,Q6159654,
r,5320169,Q6159665,
r,5320170,Q6159666,
r,5320171,Q6471965,
r,5320172,Q10316157,
r,5320175,Q6806142,
r,5320176,Q3306001,
r,5320177,Q16800806,
r,5320178,Q6902977,
r,5320179,Q3869210,
r,5320180,Q10335835,
r,5320181,Q10337321,
r,5320182,Q10345572,
r,5320183,Q3368397,
r,5320184,Q7159358,
r,5320185,Q7179250,
r,5320186,Q7228036,
r,5320187,Q3401238,
r,5320188,Q7316123,
r,5320189,Q7335159,
r,5320190,Q7375937,
r,5320191,Q7419296,
r,5320192,Q7419686,
r,5320193,Q3472758,
r,5320194,Q3472784,
r,5320195,Q3472916,
r,5320196,Q7423081,
r,5320197,Q7455301,
r,5320198,Q3509825,
r,5320199,Q3509832,
r,5320200,Q3509837,
r,5320201,Q7665709,
r,5320202,Q7702315,
r,5320203,Q7844182,
r,5320204,Q10385199,
r,5320205,Q7929975,
r,5320206,Q7929981,
r,5320207,Q7929986,
r,5320208,Q7929990,
r,5320209,Q7929991,
r,5320210,Q10391031,
r,5320213,Q1432702,
r,5324354,Q10353333,
r,5325268,Q10384405,
r,5325272,Q10384405,
r,5325273,Q10384408,
r,5337707,Q53679403,
r,5349609,Q1761089,
r,5349779,Q10302771,
r,5349780,Q3028259,
r,5353660,Q10327703,
r,5353930,Q10353144,
r,5368928,Q27876724,
r,5380828,Q10345395,
r,5387680,Q10274297,
r,5420291,Q18479945,
r,5441762,Q10345046,
r,5482714,Q10269434,
r,5492124,Q10315768,
r,5498615,Q10318704,
r,5504227,Q2860546,
r,5514047,Q894624,
r,5514708,Q1012576,
r,5514744,Q202730,
r,5514745,Q63894,
r,5514863,Q3049535,
r,5515034,Q262842,
r,5515047,Q3898614,
r,5515061,Q3888669,
r,5515459,Q917297,
r,5515491,Q1762451,
r,5515564,Q302109,
r,5516122,Q468540,
r,5516153,Q187817,
r,5516241,Q2383714,
r,5518419,Q3761046,
r,5518422,Q3950130,
r,5518427,Q28450667,
r,5518654,Q3888795,
r,5518753,Q4008730,
r,5518901,Q808789,
r,5518902,Q519320,
r,5518903,Q2540325,
r,5518946,Q3613313,
r,5519119,Q677049,
r,5519120,Q3649413,
r,5519121,Q3681999,
r,5519123,Q1759962,
r,5519124,Q3807311,
r,5519125,Q3860678,
r,5519126,Q3905822,
r,5519127,Q2428707,
r,5519128,Q1705671,
r,5519129,Q1759958,
r,5519130,Q3981576,
r,5519131,Q1764503,
r,5519132,Q1658442,
r,5519175,Q9093669,
r,5519296,Q995561,
r,5519302,Q1532671,
r,5519331,Q980992,
r,5519347,Q2946148,
r,5519348,Q10353330,
r,5520115,Q3076563,
r,5520274,Q3603749,
r,5520275,Q3603915,
r,5520276,Q3615199,
r,5520277,Q3615313,
r,5520278,Q1762194,
r,5520279,Q3635210,
r,5520280,Q3638174,
r,5520281,Q818325,
r,5520282,Q3642236,
r,5520283,Q1759973,
r,5520284,Q3649978,
r,5520285,Q738454,
r,5520286,Q15207043,
r,5520287,Q992840,
r,5520288,Q991717,
r,5520289,Q1751889,
r,5520291,Q3676550,
r,5520292,Q1091739,
r,5520293,Q3682263,
r,5520294,Q3683884,
r,5520295,Q1121664,
r,5520298,Q2408889,
r,5520299,Q3695260,
r,5520300,Q1762245,
r,5520301,Q3704854,
r,5520302,Q1762433,
r,5520303,Q3724939,
r,5520304,Q3725342,
r,5520305,Q3725343,
r,5520306,Q3725345,
r,5520307,Q1761642,
r,5520308,Q453462,
r,5520309,Q3752985,
r,5520310,Q3757943,
r,5520311,Q290350,
r,5520312,Q761849,
r,5520314,Q1558720,
r,5520315,Q3785572,
r,5520316,Q3786692,
r,5520317,Q3798753,
r,5520319,Q3804496,
r,5520321,Q1764883,
r,5520322,Q3805510,
r,5520323,Q3807307,
r,5520325,Q727335,
r,5520326,Q429284,
r,5520327,Q3833125,
r,5520329,Q3843074,
r,5520330,Q3844583,
r,5520331,Q3844582,
r,5520332,Q2712903,
r,5520333,Q1764106,
r,5520334,Q3847606,
r,5520335,Q924981,
r,5520336,Q3869228,
r,5520337,Q3881465,
r,5520338,Q1393348,
r,5520339,Q3894998,
r,5520340,Q3896387,
r,5520341,Q3896389,
r,5520342,Q3898373,
r,5520343,Q3898523,
r,5520344,Q3899053,
r,5520345,Q586378,
r,5520346,Q3902731,
r,5520347,Q3904964,
r,5520348,Q3909991,
r,5520349,Q3909992,
r,5520350,Q2416235,
r,5520351,Q1759656,
r,5520353,Q3934201,
r,5520354,Q3934341,
r,5520355,Q3936161,
r,5520356,Q3939620,
r,5520357,Q587227,
r,5520358,Q1238732,
r,5520359,Q3946543,
r,5520360,Q3949480,
r,5520361,Q3951222,
r,5520362,Q2408175,
r,5520363,Q3979247,
r,5520364,Q3980899,
r,5520365,Q3981016,
r,5520366,Q2107829,
r,5520367,Q3992181,
r,5520368,Q2107038,
r,5520369,Q4000605,
r,5520370,Q1898482,
r,5520371,Q4008878,
r,5520372,Q1754633,
r,5520374,Q4011694,
r,5520375,Q4011698,
r,5520377,Q4025151,
r,5521229,Q3543861,
r,5528552,Q10352555,
r,5528553,Q10352624,
r,5528555,Q22034174,
r,5536495,Q5046985,
r,5538960,Q22072019,
r,5538961,Q22071532,
r,5538962,Q22066665,
r,5538963,Q10352783,
r,5538964,Q7237782,
r,5538965,Q22066656,
r,5538967,Q3401244,
r,5543656,Q2463271,
r,5548032,Q10352741,
r,5548033,Q10352999,
r,5549712,Q1272188,
r,5559542,Q1408006,
r,5569560,Q10356830,
r,5587855,Q10359695,
r,5588915,Q1300456,
r,5607800,Q10345278,
r,5621089,Q2840233,
r,5626526,Q5305525,
r,5633713,Q15617128,
r,5637037,Q7089149,
r,5637038,Q23589938,
r,5637039,Q23590999,
r,5637981,Q25411534,
r,5638019,Q607211,
r,5638335,Q6617188,
r,5653549,Q1655232,
r,5669676,Q7248937,
r,5700094,Q28149649,
r,5700279,Q10344986,
r,5702449,Q1757394,
r,5702468,Q10362417,
r,5704300,Q982701,
r,5706027,Q4736815,
r,5726516,Q20824298,
r,5726551,Q10344996,
r,5729649,Q2628446,
r,5730014,Q465960,
r,5735698,Q17995933,
r,5735777,Q10395967,
r,5740857,Q1130138,
r,5816671,Q18479856,
r,5891639,Q10353353,
r,5899924,Q10351479,
r,5904205,Q10269435,
r,5912903,Q10269439,
r,5920592,Q10362046,
r,5942662,Q9670667,
r,5956330,Q10345090,
r,5962783,Q2822343,
r,5967325,Q5620045,
r,5967326,Q1419084,
r,5967327,Q7234936,
r,5967328,Q18482487,
r,5967329,Q10362805,
r,5996211,Q10395969,
r,5998864,Q10304171,
r,5998865,Q25438174,
r,6044119,Q10301179,
r,6044120,Q10315764,
r,6048276,Q10352996,
r,6072782,Q10367832,
r,6074865,Q3064726,
r,6113027,Q10318728,
r,6116951,Q3415417,
r,6159189,Q10395952,
r,6186248,Q1814259,
r,6192816,Q2011032,
r,6194495,Q2077831,
r,6198488,Q10282891,
r,6219000,Q7937396,
r,6226469,Q2087575,
r,6227307,Q10367842,
r,6229599,Q10263444,
r,6232929,Q10367986,
r,6234845,Q10300293,
r,6260922,Q10344070,
r,6261418,Q25420828,
r,6307891,Q10361867,
r,6311797,Q22036400,
r,6311798,Q1754172,
r,6321608,Q2667184,
r,6365039,Q9630678,
r,6365040,Q10308566,
r,6365041,Q7124904,
r,6365042,Q10316502,
r,6365043,Q8816743,
r,6365052,Q9660079,
r,6365053,Q7128112,
r,6365054,Q7419588,
r,6365055,Q10322786,
r,6365594,Q10362807,
r,6402358,Q1808298,
r,6402365,Q1794419,
r,6423905,Q20058883,
r,6423907,Q20059074,
r,6423909,Q28865008,
r,6423910,Q20058933,
r,6423911,Q20058936,
r,6436280,Q2104652,
r,6437410,Q10345430,
r,6437411,Q10352572,
r,6437412,Q10352611,
r,6437413,Q10352453,
r,6441870,Q10352605,
r,6441974,Q10353114,
r,6442368,Q2120707,
r,6442370,Q2416446,
r,6442371,Q588991,
r,6445103,Q10352595,
r,6447156,Q63999,
r,6449373,Q320487,
r,6454520,Q943996,
r,6454531,Q3415423,
r,6454533,Q3415425,
r,6454534,Q3415427,
r,6455057,Q720267,
r,6455058,Q2150203,
r,6455059,Q2457088,
r,6455060,Q1945126,
r,6458517,Q10359703,
r,6464168,Q387866,
r,6464172,Q10352846,
r,6480756,Q1541246,
r,6480759,Q1369002,
r,6480879,Q10315755,
r,6524434,Q16141967,
r,6524678,Q3415428,
r,6524682,Q3415434,
r,6532525,Q830187,
r,6535274,Q6063199,
r,6545293,Q26235165,
r,6545322,Q880083,
r,6545804,Q1962002,
r,6545983,Q7232599,
r,6553267,Q16496400,
r,6579552,Q10348817,
r,6609408,Q10352610,
r,6618922,Q1091115,
r,6626705,Q3910285,
r,6629605,Q7396901,
r,6632617,Q1432040,
r,6635233,Q177567,
r,6635241,Q10351922,
r,6635242,Q10351929,
r,6641476,Q4736839,
r,6669236,Q783973,
r,6670913,Q3415502,
r,6670917,Q3415513,
r,6671082,Q3415521,
r,6671089,Q3415522,
r,6768395,Q821761,
r,6781071,Q171387,
r,6799649,Q10300210,
r,6804331,Q4902626,
r,6822139,Q10345056,
r,6822173,Q10284424,
r,6825784,Q28220639,
r,6826579,Q5026906,
r,6829146,Q25442769,
r,6886596,Q3612804,
r,6899023,Q10292379,
r,6904053,Q1954370,
r,6916583,Q10353367,
r,6916585,Q10353367,
r,6937333,Q14947966,
r,6949978,Q10361740,
r,6949981,Q10362227,
r,6955069,Q10353087,
r,6955073,Q18464702,
r,6955076,Q6094042,
r,6958615,Q3415455,
r,6960340,Q3415605,
r,6964358,Q3415481,
r,6964359,Q3415478,
r,6964738,Q3415463,
r,6966114,Q3415589,
r,6968175,Q2460373,
r,6968368,Q3432317,
r,6969036,Q10361776,
r,6969313,Q3415582,
r,6969340,Q3415579,
r,6969341,Q3415581,
r,6969480,Q647482,
r,6970872,Q3415545,
r,6971322,Q542738,
r,6992054,Q19607627,
r,6994840,Q3415643,
r,6994851,Q3415667,
r,7003783,Q2013474,
r,7006412,Q10275880,
r,7011484,Q9693925,
r,7012928,Q5402144,
r,7025675,Q3415611,
r,7032860,Q21020276,
r,7036048,Q21020276,
r,7057934,Q4672121,
r,7066031,Q51881996,
r,7067388,Q2539131,
r,7074493,Q3216188,
r,7074499,Q10315759,
r,7074500,Q10315759,
r,7074521,Q10315717,
r,7077471,Q10345063,
r,7077632,Q10301115,
r,7082345,Q10282890,
r,7086480,Q10344009,
r,7100608,Q3457241,
r,7108941,Q1454035,
r,7108944,Q1516381,
r,7109048,Q1277758,
r,7145461,Q3415612,
r,7147603,Q3415653,
r,7147623,Q3415655,
r,7161240,Q3339570,
r,7200219,Q10370757,
r,7204560,Q186630,
r,7211708,Q958185,
r,7220795,Q641448,
r,7222459,Q3375019,
r,7222479,Q1086248,
r,7222515,Q10395247,
r,7222684,Q3380853,
r,7226147,Q9255565,
r,7230483,Q3415470,
r,7246162,Q3415548,
r,7246168,Q3415493,
r,7252642,Q29960068,
r,7252643,Q29960068,
r,7319210,Q10269442,
r,7343128,Q4684268,
r,7343195,Q4750505,
r,7346021,Q10276206,
r,7381070,Q19342401,
r,7387378,Q2925324,
r,7387392,Q5244789,
r,7389168,Q5686126,
r,7389186,Q5244694,
r,7389187,Q3309828,
r,7392594,Q6489291,
r,7394911,Q28680500,
r,7394926,Q15265202,
r,7394927,Q8842747,
r,7397670,Q10275627,
r,7397672,Q10276094,
r,7400654,Q10275905,
r,7400836,Q10275612,
r,7400880,Q10275990,
r,7400904,Q10275745,
r,7400930,Q10276169,
r,7400950,Q10276198,
r,7409676,Q655810,
r,7423846,Q10344944,
r,7436360,Q10353359,
r,7458131,Q647777,
r,7461430,Q10275733,
r,7468905,Q10361790,
r,7479873,Q3304114,
r,7483468,Q28677838,
r,7488929,Q10344992,
r,7505959,Q9641732,
r,7526783,Q10276020,
r,7543420,Q10343916,
r,7572390,Q4944343,
r,7579804,Q2883491,
r,7579806,Q4974689,
r,7579807,Q4944343,
r,7613422,Q10301105,
r,7627825,Q8779085,
r,7628527,Q9872344,
r,7634678,Q7809083,
r,7634709,Q7665592,
r,7634720,Q5244817,
r,7634725,Q7239119,
r,7634747,Q7419392,
r,7642009,Q3071513,
r,7642010,Q2994646,
r,7659216,Q16866117,
r,7665760,Q10275838,
r,7681461,Q750251,
r,7708090,Q10301197,
r,7708091,Q10301091,
r,7708093,Q9009694,
r,7712894,Q16256381,
r,7718660,Q2717631,
r,7745868,Q10298387,
r,7754552,Q10269440,
r,7765995,Q10343136,
r,7783208,Q9709472,
r,7798198,Q18465061,
r,7809275,Q10269440,
r,7821629,Q10318735,
r,7822267,Q10362110,
r,7892544,Q10283319,
r,7893034,Q10345040,
r,7902731,Q6110511,
r,7910212,Q2207501,
r,7917172,Q2743394,
r,7927736,Q8779002,
r,7946031,Q4801591,
r,7946037,Q6541063,
r,7972503,Q5655155,
r,8029650,Q10359634,
r,8123608,Q2371576,
r,8133749,Q10359702,
r,8186093,Q10362727,
r,8186094,Q10362727,
r,8192044,Q6890218,
r,8192263,Q8779071,
r,8197356,Q10388469,
r,8259410,Q1787668,
r,8259411,Q1761688,
r,8291266,Q10387791,
r,8300930,Q1438646,
r,8311410,Q5985048,
r,8311446,Q7215080,
r,8311460,Q6033586,
r,8311499,Q18483463,
r,8312996,Q16501831,
r,8313002,Q5592595,
r,8313039,Q6914194,
r,8313126,Q10375641,
r,8314333,Q5074443,
r,8314336,Q10368019,
r,8314337,Q10392054,
r,8315886,Q10355668,
r,8315931,Q25444054,
r,8315948,Q10262079,
r,8316249,Q25444056,
r,8316250,Q10391690,
r,8316251,Q10392226,
r,8316364,Q10375844,
r,8316658,Q10316342,
r,8316659,Q18466949,
r,8316660,Q10322751,
r,8316903,Q10304677,
r,8316904,Q18474353,
r,8316905,Q25444053,
r,8316906,Q48855803,
r,8316907,Q5037679,
r,8316908,Q28680822,
r,8316909,Q5377593,
r,8316910,Q10368078,
r,8316911,Q10304282,
r,8316912,Q10283273,
r,8316957,Q28680869,
r,8316958,Q10324944,
r,8316959,Q18483799,
r,8316960,Q28680871,
r,8316980,Q10367725,
r,8316981,Q4850379,
r,8318087,Q6315432,
r,8318128,Q25440447,
r,8318527,Q10392655,
r,8318528,Q10272961,
r,8318529,Q6092327,
r,8318530,Q3155836,
r,8318531,Q5025214,
r,8318532,Q10350036,
r,8318728,Q5997846,
r,8318729,Q10351216,
r,8318730,Q4863403,
r,8318731,Q10380174,
r,8318732,Q10333328,
r,8318734,Q10362870,
r,8395238,Q10345055,
r,8425976,Q1852824,
r,8447456,Q18475595,
r,8447457,Q10275733,
r,8447458,Q6553067,
r,8447459,Q6553067,
r,8447460,Q18475239,
r,8455245,Q1310944,
r,3049508,Q10390966,
r,7862,Q10315775,
r,7863,Q10315703,
r,7910,Q1349833,
r,54882,Q43233,
r,57963,Q41428,
r,59886,Q22036284,
r,65634,Q804681,
r,86833,Q3021931,
r,87400,Q614720,
r,90128,Q320487,
r,90129,Q1804338,
r,90130,Q772569,
r,90131,Q2008789,
r,90132,Q2008521,
r,90134,Q2329733,
r,90135,Q2009222,
r,90136,Q1947031,
r,90139,Q2078868,
r,90140,Q1829502,
r,102679,Q10315670,
r,153552,Q44758,
r,153814,Q142604,
r,154716,Q3415363,
r,155309,Q3415324,
r,155359,Q2877432,
r,155565,Q6121136,
r,166569,Q2396644,
r,167867,Q3444776,
r,185548,Q1899080,
r,185549,Q2008301,
r,185550,Q2008501,
r,185551,Q2009202,
r,185552,Q592117,
r,185553,Q2008798,
r,185554,Q434285,
r,185555,Q2008417,
r,185556,Q2289887,
r,185557,Q2381693,
r,185558,Q2008493,
r,185559,Q1841455,
r,185560,Q942803,
r,185561,Q2008213,
r,185562,Q374432,
r,185563,Q2008410,
r,185564,Q2009519,
r,185565,Q2008261,
r,185566,Q2009230,
r,185567,Q47593,
r,185568,Q2009663,
r,185569,Q577167,
r,185570,Q790342,
r,185571,Q1804361,
r,185572,Q486142,
r,185573,Q1121422,
r,185574,Q675175,
r,185575,Q1806100,
r,185576,Q1814514,
r,185577,Q1805252,
r,185578,Q1804346,
r,185579,Q39517,
r,185580,Q1901157,
r,185581,Q2009048,
r,185582,Q609824,
r,185583,Q1921992,
r,185584,Q2011923,
r,185585,Q2009058,
r,185586,Q1008198,
r,185587,Q2009409,
r,185588,Q2089279,
r,185589,Q2008401,
r,185590,Q2130429,
r,185591,Q1868533,
r,185592,Q2008546,
r,185593,Q2289897,
r,185594,Q2445520,
r,185595,Q1975881,
r,185596,Q1016643,
r,185597,Q2003795,
r,185598,Q2008619,
r,185599,Q640618,
r,185600,Q2009212,
r,185601,Q2008167,
r,185602,Q2008750,
r,185603,Q2008429,
r,185604,Q2008779,
r,185605,Q2008237,
r,185606,Q1804369,
r,185607,Q2008226,
r,185608,Q2008624,
r,185609,Q2009108,
r,185610,Q485887,
r,185611,Q2008532,
r,185612,Q2289846,
r,185613,Q632789,
r,185614,Q1804813,
r,185615,Q2008271,
r,185616,Q389536,
r,185617,Q2008249,
r,185618,Q1008242,
r,185619,Q2008293,
r,185620,Q1967407,
r,185621,Q2011913,
r,185622,Q1804899,
r,185623,Q2008596,
r,185624,Q955985,
r,185625,Q655734,
r,185626,Q2009474,
r,185627,Q2008337,
r,185628,Q2008573,
r,185629,Q2008277,
r,185630,Q651613,
r,185631,Q1805166,
r,185632,Q2089210,
r,185633,Q609027,
r,185634,Q2011907,
r,185635,Q1811192,
r,185636,Q1804902,
r,185637,Q2289951,
r,185638,Q2008580,
r,185639,Q659450,
r,185640,Q2008541,
r,185641,Q1804839,
r,185642,Q2008769,
r,185643,Q1788037,
r,185644,Q1805206,
r,185645,Q947745,
r,185646,Q2008554,
r,185647,Q769811,
r,185648,Q1804913,
r,185649,Q1990477,
r,185650,Q2008317,
r,185651,Q1787759,
r,185652,Q2011919,
r,185653,Q2008440,
r,185654,Q2011894,
r,185655,Q1805230,
r,185656,Q2246005,
r,185657,Q2008564,
r,185658,Q1804877,
r,185659,Q509818,
r,185660,Q1615298,
r,185661,Q2009595,
r,185662,Q2008449,
r,185663,Q1804770,
r,185664,Q984581,
r,185665,Q2008589,
r,185666,Q1880531,
r,185667,Q935005,
r,185668,Q2342023,
r,185669,Q1807317,
r,185670,Q2009083,
r,185671,Q804068,
r,185672,Q2008139,
r,185673,Q2008125,
r,185674,Q2289869,
r,185675,Q2008512,
r,185676,Q602405,
r,185677,Q2009548,
r,185678,Q1804377,
r,185679,Q728098,
r,190857,Q2877428,
r,190858,Q578757,
r,191009,Q2877445,
r,240711,Q916349,
r,240712,Q117615,
r,240915,Q1370732,
r,241330,Q118251,
r,242289,Q1757423,
r,242290,Q2077786,
r,242291,Q642247,
r,242293,Q606638,
r,242294,Q385327,
r,242295,Q772910,
r,242296,Q647406,
r,242297,Q1803126,
r,242298,Q194389,
r,242299,Q984562,
r,242300,Q1786013,
r,242301,Q1803245,
r,242302,Q1749856,
r,242303,Q1785990,
r,242304,Q1784407,
r,242305,Q600118,
r,242306,Q33964,
r,242307,Q1648535,
r,242308,Q996716,
r,242309,Q194357,
r,242310,Q1750064,
r,242311,Q1758121,
r,242312,Q1786472,
r,242313,Q1758171,
r,242314,Q1758357,
r,242315,Q1785875,
r,242316,Q776428,
r,242317,Q985493,
r,242318,Q1757137,
r,242319,Q1758907,
r,242320,Q430313,
r,242321,Q1756956,
r,242322,Q1803249,
r,242323,Q33945,
r,242324,Q694822,
r,242325,Q808802,
r,242326,Q995308,
r,242327,Q1757726,
r,242328,Q1757439,
r,242329,Q634501,
r,242330,Q2077978,
r,242331,Q1757396,
r,242332,Q1784434,
r,242333,Q1750201,
r,242334,Q1774451,
r,242335,Q973169,
r,242336,Q510698,
r,242337,Q1757704,
r,242338,Q891720,
r,242339,Q2662293,
r,242340,Q194362,
r,242341,Q1757149,
r,242342,Q1749864,
r,242343,Q936625,
r,242344,Q983509,
r,242345,Q1785815,
r,242346,Q851276,
r,242347,Q546227,
r,242348,Q1639741,
r,242349,Q1758557,
r,242350,Q2007657,
r,242351,Q1758919,
r,242352,Q194374,
r,242353,Q1786658,
r,242354,Q1758141,
r,242355,Q1786627,
r,242356,Q226009,
r,242357,Q1785530,
r,242358,Q1785519,
r,242359,Q1110228,
r,242360,Q983517,
r,242361,Q1785886,
r,242363,Q1750443,
r,242364,Q1786499,
r,242365,Q1758290,
r,242366,Q1749857,
r,242367,Q985966,
r,242368,Q957668,
r,242370,Q785177,
r,242371,Q348258,
r,242372,Q1758814,
r,242373,Q588452,
r,242374,Q1758912,
r,242375,Q601127,
r,242376,Q1750182,
r,242377,Q1749867,
r,242378,Q957142,
r,242379,Q1774460,
r,242380,Q1784225,
r,242381,Q1786428,
r,242382,Q2007711,
r,242383,Q1758925,
r,242384,Q1950470,
r,242385,Q2007550,
r,242386,Q1758136,
r,242387,Q1785706,
r,242388,Q590650,
r,242389,Q1750187,
r,242390,Q942201,
r,242391,Q1758828,
r,242392,Q749754,
r,242393,Q941364,
r,242394,Q1754551,
r,242395,Q779064,
r,242396,Q1757154,
r,242397,Q40269,
r,242398,Q1784334,
r,242399,Q688275,
r,242400,Q596343,
r,242401,Q1785797,
r,242402,Q1757450,
r,242403,Q1757239,
r,242404,Q1786685,
r,242405,Q1784442,
r,242406,Q1757691,
r,242407,Q1749883,
r,242408,Q958545,
r,242409,Q1750097,
r,242410,Q179219,
r,242411,Q1758274,
r,242412,Q1757685,
r,242413,Q601869,
r,242414,Q194423,
r,242415,Q1638441,
r,242416,Q531078,
r,242417,Q1757583,
r,242418,Q348206,
r,242419,Q2007792,
r,242420,Q1757698,
r,242421,Q1785508,
r,242422,Q679055,
r,242423,Q1648525,
r,242424,Q1803262,
r,242425,Q1750103,
r,242426,Q1803155,
r,242427,Q986275,
r,242428,Q2107884,
r,242429,Q1758296,
r,242430,Q734270,
r,242431,Q1749875,
r,242432,Q1774445,
r,242433,Q984564,
r,242434,Q1750146,
r,242435,Q1784920,
r,242436,Q952674,
r,242437,Q1758164,
r,242438,Q249795,
r,242439,Q1758759,
r,242440,Q1784309,
r,242441,Q1772678,
r,242442,Q1786666,
r,242443,Q985582,
r,242444,Q684946,
r,242445,Q1786460,
r,242446,Q984552,
r,242447,Q590326,
r,242448,Q1785881,
r,242449,Q772750,
r,242450,Q110017,
r,242451,Q917693,
r,242452,Q584762,
r,242453,Q961485,
r,242454,Q1803256,
r,242455,Q1754588,
r,242456,Q600814,
r,242457,Q672721,
r,242458,Q1803215,
r,242459,Q592766,
r,242460,Q1749870,
r,242461,Q1758752,
r,242462,Q1758338,
r,242463,Q577838,
r,242464,Q985567,
r,242465,Q1750029,
r,242466,Q1803204,
r,242468,Q972360,
r,242469,Q1750076,
r,242470,Q1252673,
r,242471,Q942122,
r,242472,Q995326,
r,242473,Q988779,
r,242474,Q1757733,
r,242475,Q1784935,
r,242476,Q266960,
r,242477,Q1785871,
r,242478,Q2045002,
r,242479,Q590279,
r,242480,Q33961,
r,242481,Q941580,
r,242482,Q985575,
r,242483,Q658425,
r,242484,Q985511,
r,242485,Q947648,
r,242486,Q586905,
r,242487,Q1012550,
r,242488,Q523701,
r,242489,Q279130,
r,242490,Q929890,
r,242491,Q612650,
r,242492,Q984559,
r,242493,Q1806753,
r,242494,Q617526,
r,242495,Q1786488,
r,242496,Q1784295,
r,242497,Q1786448,
r,242498,Q926647,
r,242499,Q640384,
r,242500,Q1758128,
r,242501,Q983702,
r,242502,Q1749863,
r,242503,Q578627,
r,242504,Q548652,
r,242505,Q1803253,
r,242506,Q741764,
r,242507,Q645413,
r,242508,Q1758900,
r,242509,Q601766,
r,242510,Q1786846,
r,242511,Q1750452,
r,242512,Q1784305,
r,242513,Q986519,
r,242514,Q347692,
r,242515,Q957697,
r,242516,Q1758344,
r,242517,Q1758932,
r,242518,Q785702,
r,242519,Q1758328,
r,242520,Q1785809,
r,242521,Q1786003,
r,242522,Q941207,
r,242523,Q1758820,
r,242524,Q612092,
r,242525,Q2007799,
r,242526,Q1758795,
r,242527,Q956006,
r,242528,Q224690,
r,242529,Q523535,
r,242530,Q1786482,
r,242531,Q606083,
r,242532,Q2007743,
r,242533,Q1785844,
r,242534,Q985572,
r,242535,Q533379,
r,242536,Q630661,
r,242537,Q1758806,
r,242538,Q626331,
r,242539,Q967715,
r,242540,Q1750236,
r,242541,Q1751344,
r,242542,Q1784929,
r,242543,Q2008079,
r,242544,Q1750218,
r,242545,Q523277,
r,242546,Q1785829,
r,242547,Q119140,
r,242548,Q1749888,
r,242549,Q1758334,
r,242550,Q1754330,
r,242551,Q1757597,
r,242552,Q1784253,
r,242553,Q1750110,
r,242554,Q1101945,
r,242555,Q1758731,
r,242556,Q1151685,
r,242557,Q596649,
r,242558,Q592652,
r,242559,Q653410,
r,242560,Q1757460,
r,242561,Q1750024,
r,242562,Q1757416,
r,242563,Q1749866,
r,242564,Q33955,
r,242565,Q1774423,
r,242566,Q983717,
r,242567,Q1758303,
