@type,@id,wikidata,"name"
node,415521809,Q1762353,"Cipó"
node,415521813,Q1648508,"Olindina"
node,415521815,Q1772518,"Nova Soure"
node,415521817,Q2013156,"Tobias Barreto"
node,415521819,Q1802007,"Itabaianinha"
node,415521822,Q1802492,"Cristinápolis"
node,415521828,Q965807,"Rio Real"
node,415521831,Q1761858,"Cícero Dantas"
node,415521833,Q578451,"Crisópolis"
node,415521840,Q2010898,"Santa Maria da Boa Vista"
node,415521842,Q653656,"Canudos"
node,415521844,Q1795209,"Uauá"
node,415521846,Q1762152,"Adustina"
node,415521849,Q1808436,"Fátima"
node,415521851,Q2014476,"Poço Verde"
node,415521853,Q1761820,"Jeremoabo"
node,415521856,Q2014732,"Antas"
node,415521858,Q1811159,"Belém do São Francisco"
node,415521859,Q2010855,"Cabrobó"
node,415521860,Q1647789,"Abaré"
node,415521862,Q2464842,"Floresta"
node,415521869,Q1808849,"Delmiro Gouveia"
node,415521870,Q928887,"Pedro Alexandre"
node,415521871,Q1772667,"Coronel João Sá"
node,415521872,Q1807399,"Canindé de São Francisco"
node,415521873,Q1808347,"Santa Brígida"
node,415521875,Q1998967,"Piranhas"
node,415521878,Q2078413,"Riachão do Dantas"
node,415521879,Q746187,"Boquim"
node,415521881,Q1005942,"Estância"
node,415521882,Q2013090,"Salgado"
node,415521883,Q2288052,"Lagarto"
node,415521886,Q1808899,"Água Branca"
node,415521887,Q2021140,"Inhapi"
node,415521889,Q1003399,"Conde"
node,415521890,Q1807390,"Umbaúba"
node,415521891,Q2013163,"Indiaroba"
node,415521894,Q2014486,"Laranjeiras"
node,415521895,Q839003,"São Cristóvão"
node,415521900,Q1784872,"Barra dos Coqueiros"
node,415521901,Q1800687,"Nossa Senhora do Socorro"
node,415521904,Q1801972,"Campo do Brito"
node,415521906,Q2079747,"Ribeirópolis"
node,415521907,Q1784050,"Itabaiana"
node,415521908,Q949854,"Areia Branca"
node,415521909,Q1807361,"Itaporanga d'Ajuda"
node,415521910,Q2013076,"Carira"
node,415521913,Q2013178,"Japaratuba"
node,415521915,Q2014499,"Nossa Senhora da Glória"
node,415521919,Q609459,"Maruim"
node,415521923,Q726730,"Capela"
node,415521925,Q1802002,"General Maynard"
node,415521926,Q2013098,"Aquidabã"
node,415521930,Q1815966,"Olho d'Água das Flores"
node,415521933,Q1924777,"Nossa Senhora das Dores"
node,415521934,Q1808190,"São José da Tapera"
node,415521938,Q2027100,"Pão de Açúcar"
node,415521939,Q430927,"Poço Redondo"
node,415521941,Q2014466,"Porto da Folha"
node,415521945,Q2028288,"Batalha"
node,415521948,Q1807371,"Propriá"
node,415521949,Q1772685,"Porto Real do Colégio"
node,415521956,Q1772703,"Traipu"
node,415521958,Q1804109,"Ibimirim"
node,415521959,Q2011784,"Itaíba"
node,415521962,Q2021116,"Santana do Ipanema"
node,415521964,Q1796020,"Canapi"
node,415521965,Q1895257,"Manari"
node,415521966,Q2027641,"Mata Grande"
node,415521967,Q1795950,"Craíbas"
node,415521968,Q1795976,"Lagoa da Canoa"
node,415521970,Q768122,"Girau do Ponciano"
node,415521971,Q1808271,"Major Isidoro"
node,415521974,Q2011928,"Neópolis"
node,415521975,Q1772658,"Penedo"
node,415521978,Q2013605,"Pedra"
node,415521980,Q637902,"Arcoverde"
node,415521981,Q1804048,"Venturosa"
node,415521982,Q2011836,"Iati"
node,415521983,Q1809636,"Buíque"
node,415521985,Q1795573,"Estrela de Alagoas"
node,415521988,Q1804078,"Tupanatinga"
node,415521993,Q2028005,"Anadia"
node,415521994,Q1816037,"São Miguel dos Campos"
node,415521995,Q1796426,"Coruripe"
node,415521997,Q1772672,"Boca da Mata"
node,415521998,Q568749,"Bom Conselho"
node,415521999,Q1772591,"Quebrangulo"
node,415522006,Q594183,"Igreja Nova"
node,415522007,Q1772595,"Piaçabuçu"
node,415522010,Q626175,"Arapiraca"
node,415522011,Q2014339,"São Sebastião"
node,415522013,Q520936,"Feira Grande"
node,415522015,Q1808097,"Igaci"
node,415522016,Q1808328,"Junqueiro"
node,415522017,Q961349,"Limoeiro de Anadia"
node,415522018,Q1795888,"Teotônio Vilela"
node,415522019,Q2028275,"Campo Alegre"
node,415522020,Q1800641,"Taquarana"
node,415522022,Q2064820,"Canhotinho"
node,415522024,Q2011039,"Quipapá"
node,415522025,Q2104639,"Jurema"
node,415522026,Q1844246,"Altinho"
node,415522027,Q2013681,"Panelas"
node,415522036,Q2102772,"Salgueiro"
node,415522037,Q2101450,"Parnamirim"
node,415522040,Q2026896,"Viçosa"
node,415522042,Q776802,"Correntes"
node,415522045,Q1008259,"Caetés"
node,415522046,Q2064882,"Capoeiras"
node,415522047,Q771575,"Garanhuns"
node,415522049,Q2078660,"São Bento do Una"
node,415522050,Q2355766,"São João"
node,415522053,Q2078213,"Lajedo"
node,415522057,Q2011023,"Sertânia"
node,415522062,Q2011780,"Mirandiba"
node,415522063,Q777635,"São Caetano"
node,415522064,Q2013594,"Toritama"
node,415522065,Q1807223,"Brejo da Madre de Deus"
node,415522067,Q1991944,"Sanharó"
node,415522068,Q949079,"Belo Jardim"
node,415522070,Q1008230,"Pesqueira"
node,415522071,Q1795628,"Murici"
node,415522072,Q2021130,"Ibateguara"
node,415522073,Q2028160,"Messias"
node,415522075,Q2027123,"Joaquim Gomes"
node,415522076,Q1795581,"Colônia Leopoldina"
node,415522078,Q1839783,"Amaraji"
node,415522079,Q2010970,"Chã Grande"
node,415522080,Q2309699,"Pombos"
node,415522083,Q2013557,"Pilar"
node,415522085,Q985275,"Marechal Deodoro"
node,415522088,Q530211,"Rio Largo"
node,415522090,Q1916653,"Cupira"
node,415522093,Q1787629,"Agrestina"
node,415522095,Q2013715,"Lagoa dos Gatos"
node,415522097,Q2011032,"Catende"
node,415522098,Q2341964,"Bonito"
node,415522099,Q2013565,"São Joaquim do Monte"
node,415522104,Q1808105,"São Luís do Quitunde"
node,415522106,Q1772636,"Porto Calvo"
node,415522108,Q2013614,"Matriz de Camaragibe"
node,415522110,Q971736,"Maragogi"
node,415522113,Q547095,"Palmares"
node,415522114,Q1804038,"Água Preta"
node,415522118,Q573729,"São José da Coroa Grande"
node,415522120,Q1401082,"Joaquim Nabuco"
node,415522121,Q2088935,"Ribeirão"
node,415522123,Q2064836,"Gameleira"
node,415522125,Q2102404,"Barreiros"
node,415522126,Q1964406,"Riacho das Almas"
node,415522127,Q1796462,"Ipojuca"
node,415522128,Q929655,"Sirinhaém"
node,415522130,Q2089188,"Cumaru"
node,415522132,Q1811052,"Camocim de São Félix"
node,415522133,Q2011830,"Bezerros"
node,415522134,Q1804101,"Glória do Goitá"
node,415522135,Q2102479,"Escada"
node,415522136,Q985685,"Vitória de Santo Antão"
node,415522139,Q2012258,"Moreno"
node,415522140,Q1796467,"São Lourenço da Mata"
node,415522143,Q1802095,"São Francisco do Guaporé"
node,415522146,Q1803210,"Cerejeiras"
node,415522148,Q1785819,"Colorado do Oeste"
node,415522153,Q1806505,"Araputanga"
node,415522157,Q2012414,"Mirassol d'Oeste"
node,415522162,Q2011952,"Pontes e Lacerda"
node,415522168,Q1920318,"Poxoréu"
node,415522173,Q1805676,"Barra do Bugres"
node,415522177,Q1806373,"Tangará da Serra"
node,415522178,Q1793164,"Campo Novo do Parecis"
node,415522184,Q1805405,"São José do Rio Claro"
node,415522186,Q983884,"Várzea Grande"
node,415522188,Q962587,"Santo Antônio do Leverger"
node,415522189,Q1805596,"Nobres"
node,415522190,Q986247,"Chapada dos Guimarães"
node,415522192,Q2012402,"Rosário Oeste"
node,415522194,Q1259020,"Diamantino"
node,415522196,Q1891475,"Campo Verde"
node,415522197,Q2012618,"Lucas do Rio Verde"
node,415522199,Q263731,"Nova Mutum"
node,415522205,Q1805618,"Paranatinga"
node,415522206,Q2012361,"Primavera do Leste"
node,415522214,Q1806546,"Nova Xavantina"
node,415522215,Q1988205,"Água Boa"
node,415522221,Q624997,"Aragarças"
node,415522222,Q577720,"Barra do Garças"
node,415522226,Q1008360,"Jussara"
node,415522232,Q1022458,"Jaraguá"
node,415522234,Q1806805,"Itapuranga"
node,415522249,Q2019995,"Ceres"
node,415522251,Q1806982,"Itapaci"
node,415522253,Q1793260,"Rubiataba"
node,415522260,Q991134,"Cocalzinho de Goiás"
node,415522262,Q988797,"Pirenópolis"
node,415522264,Q989519,"Vila Propício"
node,415522265,Q988771,"Goianésia"
node,415522266,Q249830,"Águas Lindas de Goiás"
node,415522268,Q177030,"Crixás"
node,415522269,Q1003435,"Padre Bernardo"
node,415522270,Q2155729,"Barro Alto"
node,415522283,Q989524,"São Miguel do Araguaia"
node,415522294,Q1806864,"Porangatu"
node,415522296,Q1805694,"Minaçu"
node,415522307,Q2021419,"Posse"
node,415522310,Q991108,"Campos Belos"
node,415522319,Q1003392,"Formosa"
node,415522331,Q1761968,"Brejolândia"
node,415522332,Q1795068,"Oliveira dos Brejinhos"
node,415522335,Q1761863,"Ibotirama"
node,415522340,Q2028150,"Cocos"
node,415522345,Q1761852,"Santa Maria da Vitória"
node,415522347,Q1061205,"Correntina"
node,415522348,Q1793296,"Tanque Novo"
node,415522349,Q2018997,"Santana"
node,415522354,Q1793579,"Urandi"
node,415522356,Q1795133,"Iuiú"
node,415522357,Q985608,"Carinhanha"
node,415522358,Q743654,"Malhada"
node,415522361,Q1794876,"Serra Dourada"
node,415522362,Q600869,"Serra do Ramalho"
node,415522363,Q1793599,"Palmas de Monte Alto"
node,415522365,Q786924,"Guanambi"
node,415522366,Q1793873,"Pindaí"
node,415522368,Q891727,"Bom Jesus da Lapa"
node,415522370,Q1793885,"Paratinga"
node,415522374,Q2013792,"Riacho de Santana"
node,415522375,Q1772521,"Boquira"
node,415522376,Q1795371,"Caetité"
node,415522378,Q1795313,"Caculé"
node,415522379,Q1800654,"Ibiassucê"
node,415522383,Q1798843,"Ibitiara"
node,415522385,Q776627,"Macaúbas"
node,415522387,Q1793379,"Paramirim"
node,415522391,Q1384520,"Barreiras"
node,415522392,Q1761582,"São Desidério"
node,415522393,Q1762342,"Angical"
node,415522395,Q596466,"Condeúba"
node,415522398,Q746419,"Ubatã"
node,415522399,Q1647812,"Ibirapitanga"
node,415522400,Q1625857,"Ipiaú"
node,415522401,Q1772538,"Ibirataia"
node,415522405,Q727944,"Gandu"
node,415522406,Q580244,"Wenceslau Guimarães"
node,415522407,Q1807812,"Piraí do Norte"
node,415522408,Q1772617,"Uruçuca"
node,415522411,Q597716,"Cândido Sales"
node,415522413,Q1795094,"Tremedal"
node,415522414,Q1795353,"Encruzilhada"
node,415522416,Q642874,"Belo Campo"
node,415522420,Q1794428,"Macarani"
node,415522421,Q1795784,"Itarantim"
node,415522423,Q1807966,"Nova Canaã"
node,415522426,Q1798854,"Itororó"
node,415522429,Q1795367,"Ibicuí"
node,415522430,Q1762385,"Iguaí"
node,415522431,Q1808298,"Brumado"
node,415522432,Q1793460,"Livramento de Nossa Senhora"
node,415522436,Q1794964,"Tanhaçu"
node,415522438,Q1772546,"Anagé"
node,415522440,Q1794925,"Piatã"
node,415522441,Q1795113,"Ituaçu"
node,415522443,Q968962,"Ibicoara"
node,415522444,Q1795377,"Barra da Estiva"
node,415522446,Q935612,"Jussiape"
node,415522447,Q509976,"Itaetê"
node,415522449,Q1762166,"Mucugê"
node,415522450,Q1795815,"Iramaia"
node,415522451,Q1807747,"Planalto"
node,415522452,Q1794459,"Mirante"
node,415522456,Q1772514,"Boa Nova"
node,415522457,Q1793430,"Poções"
node,415522459,Q1798820,"Jitaúna"
node,415522460,Q630203,"Jequié"
node,415522461,Q1795100,"Maracás"
node,415522467,Q733973,"Jaguaquara"
node,415522470,Q1762080,"Iaçu"
node,415522473,Q770067,"Boa Vista do Tupim"
node,415522476,Q609737,"Itiruçu"
node,415522484,Q1772542,"Camacan"
node,415522506,Q1808500,"Santa Luzia"
node,415522515,Q816112,"Belmonte"
node,415522524,Q741470,"Ibicaraí"
node,415522526,Q782196,"Itagibá"
node,415522528,Q460750,"Itabuna"
node,415522529,Q373705,"Ilhéus"
node,415522530,Q1772515,"Canavieiras"
node,415522531,Q1761955,"Buerarema"
node,415522532,Q956401,"Mascote"
node,415522533,Q1794007,"Una"
node,415522535,Q2028783,"Maraú"
node,415522538,Q1795108,"Ituberá"
node,415522539,Q985513,"Itacaré"
node,415522540,Q1795776,"Camamu"
node,415522541,Q264690,"Coaraci"
node,415522542,Q1772508,"Itajuípe"
node,415522544,Q1793368,"Laje"
node,415522545,Q975660,"Mutuípe"
node,415522547,Q1796453,"Presidente Tancredo Neves"
node,415522549,Q1793911,"Ubaíra"
node,415522552,Q1764155,"Castro Alves"
node,415522557,Q1795128,"Itatim"
node,415522558,Q1648060,"Amargosa"
node,415522559,Q1794400,"São Felipe"
node,415522560,Q1793944,"Sapeaçu"
node,415522562,Q1648067,"Cruz das Almas"
node,415522563,Q1761869,"Governador Mangabeira"
node,415522564,Q1808393,"Nazaré"
node,415522565,Q1939306,"São Félix"
node,415522566,Q988684,"Muritiba"
node,415522567,Q1010498,"Valença"
node,415522568,Q2021109,"Taperoá"
node,415522569,Q1761843,"Jaguaripe"
node,415522572,Q1764163,"Santo Antônio de Jesus"
node,415522573,Q1772585,"Conceição do Almeida"
node,415522575,Q1762379,"Candeias"
node,415522576,Q905164,"Lauro de Freitas"
node,415522577,Q1645080,"Simões Filho"
node,415522579,Q1794971,"Seabra"
node,415522580,Q924839,"Palmeiras"
node,415522581,Q1795271,"Iraquara"
node,415522582,Q1793851,"Souto Soares"
node,415522583,Q985576,"Cachoeira"
node,415522584,Q1761467,"Maragogipe"
node,415522586,Q1772662,"Itaparica"
node,415522587,Q1794349,"Vera Cruz"
node,415522589,Q1648073,"São Francisco do Conde"
node,415522590,Q985510,"Madre de Deus"
node,415522591,Q980565,"Cabaceiras do Paraguaçu"
node,415522592,Q1794190,"Santo Estêvão"
node,415522593,Q1793663,"Serra Preta"
node,415522594,Q733562,"Rafael Jambeiro"
node,415522595,Q1762474,"Conceição da Feira"
node,415522596,Q1761950,"Anguera"
node,415522597,Q605861,"Ipecaetá"
node,415522599,Q1772640,"Utinga"
node,415522603,Q2026825,"Ipirá"
node,415522605,Q1800730,"Itaberaba"
node,415522606,Q1807858,"Ruy Barbosa"
node,415522608,Q1793748,"São Sebastião do Passé"
node,415522609,Q648152,"Mata de São João"
node,415522617,Q818261,"Alagoinhas"
node,415522618,Q1762371,"Catu"
node,415522619,Q1794165,"Pojuca"
node,415522621,Q739789,"LC Celulares"
node,415522623,Q194343,"Feira de Santana"
node,415522625,Q1762086,"Coração de Maria"
node,415522626,Q654725,"Amélia Rodrigues"
node,415522627,Q988781,"Conceição do Jacuípe"
node,415522628,Q1761912,"Dias d'Ávila"
node,415522631,Q1648734,"Irará"
node,415522634,Q1798712,"Ladário"
node,415522642,Q1857809,"Pedra Preta"
node,415522652,Q1795244,"Mineiros"
node,415522656,Q987688,"Pires do Rio"
node,415522659,Q519154,"Orizona"
node,415522664,Q1805278,"Chapadão do Sul"
node,415522665,Q1806605,"Cassilândia"
node,415522671,Q963195,"Jataí"
node,415522673,Q1761543,"Caiapônia"
node,415522676,Q991089,"Itarumã"
node,415522680,Q942064,"Rio Verde"
node,415522681,Q986268,"Quirinópolis"
node,415522683,Q342682,"Acreúna"
node,415522685,Q1795206,"Santa Helena de Goiás"
node,415522690,Q986512,"Fazenda Nova"
node,415522694,Q2081481,"Tesouro"
node,415522702,Q1025769,"Piranhas"
node,415522705,Q675142,"Iporá"
node,415522711,Q1649682,"Mira Estrela"
node,415522716,Q1008345,"São Luís de Montes Belos"
node,415522719,Q891725,"Bom Jesus de Goiás"
node,415522733,Q985972,"Palmeiras de Goiás"
node,415522740,Q509804,"Pontalina"
node,415522746,Q815101,"Bela Vista de Goiás"
node,415522748,Q985960,"Piracanjuba"
node,415522750,Q1025767,"Morrinhos"
node,415522752,Q546484,"Anicuns"
node,415522758,Q985981,"Ipameri"
node,415522770,Q527149,"Itaberaí"
node,415522773,Q986245,"Inhumas"
node,415522774,Q281011,"Goianira"
node,415522775,Q955680,"Alexânia"
node,415522790,Q35135,"Catalão"
node,415522797,Q1815539,"Três Marias"
node,415522798,Q1756358,"Pirapora"
node,415522805,Q956017,"Luziânia"
node,415522807,Q1012541,"Cristalina"
node,415522808,Q988896,"Cidade Ocidental"
node,415522814,Q804041,"Baixo Guandu"
node,415522816,Q2039418,"Santa Teresa"
node,415522817,Q933380,"Colatina"
node,415522819,Q1794183,"Barra de São Francisco"
node,415522823,Q1794439,"Ecoporanga"
node,415522826,Q549543,"Pedro Canário"
node,415522830,Q1795733,"Itanhém"
node,415522831,Q1794359,"Medeiros Neto"
node,415522835,Q1998957,"Conceição da Barra"
node,415522836,Q985956,"Caravelas"
node,415522838,Q1807887,"Prado"
node,415522839,Q1800783,"Alcobaça"
node,415522841,Q979377,"Almenara"
node,415522842,Q1798824,"Itabela"
node,415522843,Q1798829,"Guaratinga"
node,415522845,Q993466,"Santa Cruz Cabrália"
node,415522846,Q1796277,"Eunápolis"
node,415522848,Q1792999,"Porto Murtinho"
node,415522850,Q522494,"Paranhos"
node,415522851,Q1806310,"Coronel Sapucaia"
node,415522852,Q453479,"Amambai"
node,415522855,Q431778,"Iguatemi"
node,415522856,Q1148023,"Bela Vista"
node,415522857,Q1806317,"Aral Moreira"
node,415522859,Q928094,"Ponta Porã"
node,415522860,Q768535,"Bonito"
node,415522861,Q927504,"Jardim"
node,415522863,Q1805437,"Nioaque"
node,415522867,Q1792127,"Maracaju"
node,415522869,Q1805835,"Anastácio"
node,415522871,Q1792185,"Sidrolândia"
node,415522872,Q597397,"Fátima do Sul"
node,415522879,Q1805582,"Bataguassu"
node,415522883,Q2105955,"Tapejara"
node,415522884,Q1805388,"Altônia"
node,415522894,Q593948,"Umuarama"
node,415522895,Q2003794,"Cruzeiro do Oeste"
node,415522896,Q2003784,"Maria Helena"
node,415522903,Q956038,"Terra Boa"
node,415522906,Q1803580,"Cianorte"
node,415522920,Q1773355,"Paranavaí"
node,415522926,Q2011871,"Ivinhema"
node,415522928,Q1804157,"Loanda"
node,415522932,Q746291,"Nova Andradina"
node,415522933,Q1796657,"Batayporã"
node,415522951,Q936233,"Nova Esperança"
node,415522960,Q2005187,"Paiçandu"
node,415522961,Q675706,"Mandaguaçu"
node,415522962,Q208669,"Maringá"
node,415522964,Q1779910,"Jandaia do Sul"
node,415522973,Q1803633,"Mandaguari"
node,415522975,Q2007427,"Astorga"
node,415522978,Q2351325,"Sarandi"
node,415522979,Q1003473,"Marialva"
node,415522984,Q1650073,"Arapongas"
node,415522987,Q1638385,"Apucarana"
node,415522990,Q2006392,"Ibiporã"
node,415522992,Q1008266,"Rolândia"
node,415522993,Q1773340,"Cambé"
node,415522999,Q2005491,"Assaí"
node,415523005,Q2064780,"Bandeirantes"
node,415523010,Q2007572,"Cornélio Procópio"
node,415523024,Q2077965,"Colorado"
node,415523028,Q1804315,"Andirá"
node,415523033,Q691658,"Ribas do Rio Pardo"
node,415523043,Q2005080,"Sertanópolis"
node,415523048,Q929328,"Santo Antônio da Platina"
node,415523051,Q2064771,"Siqueira Campos"
node,415523055,Q1797156,"Aparecida do Taboado"
node,415523057,Q2005227,"Ibaiti"
node,415523060,Q743136,"Quatiguá"
node,415523064,Q2007353,"Cambará"
node,415523065,Q1814491,"Jacarezinho"
node,415523066,Q2006930,"Wenceslau Braz"
node,415523072,Q651891,"Diadema"
node,415523079,Q189043,"Petrópolis"
node,415523090,Q1756378,"Córrego Fundo"
node,415523093,Q1795195,"Ibatiba"
node,415523094,Q2021210,"Apiacá"
node,415523095,Q1794952,"Castelo"
node,415523098,Q1793672,"Afonso Cláudio"
node,415523100,Q616486,"Santa Maria de Jetibá"
node,415523101,Q841222,"Cariacica"
node,415523105,Q942053,"Cândido Godói"
node,415523106,Q988779,"Santo Cristo"
node,415523107,Q1784253,"Porto Vera Cruz"
node,415523109,Q658425,"Porto Mauá"
node,415523110,Q995326,"Santa Rosa"
node,415523111,Q2077905,"Independência"
node,415523112,Q348258,"Inhacorá"
node,415523114,Q1784901,"Tuparendi"
node,415523115,Q1785493,"Tucunduva"
node,415523117,Q785177,"Horizontina"
node,415523118,Q1786482,"Três de Maio"
node,415523120,Q1786675,"Boa Vista do Buricá"
node,415523121,Q588156,"São José do Inhacorá"
node,415523122,Q279130,"Crissiumal"
node,415523123,Q734270,"Nova Candelária"
node,415523124,Q1802908,"Santa Terezinha de Itaipu"
node,415523126,Q375318,"Medianeira"
node,415523127,Q1773060,"São Miguel do Iguaçu"
node,415523128,Q1803946,"Itaipulândia"
node,415523133,Q1804009,"Diamante d'Oeste"
node,415523135,Q2104252,"Terra Roxa"
node,415523138,Q1750240,"Palmeira das Missões"
node,415523140,Q584762,"Barra Funda"
node,415523141,Q1758296,"Nova Boa Vista"
node,415523142,Q1758280,"Boa Vista das Missões"
node,415523147,Q375650,"Frederico Westphalen"
node,415523149,Q1758290,"Lajeado do Bugre"
node,415523150,Q958481,"São José das Missões"
node,415523152,Q1758274,"Cerro Grande"
node,415523153,Q1786019,"Novo Tiradentes"
node,415523154,Q1784434,"Liberato Salzano"
node,415523156,Q1758557,"Carlos Gomes"
node,415523159,Q772750,"Viadutos"
node,415523160,Q1786003,"Mariano Moro"
node,415523161,Q523277,"Severiano de Almeida"
node,415523162,Q1110228,"Sananduva"
node,415523163,Q1757733,"Marcelino Ramos"
node,415523164,Q1784442,"Santo Expedito do Sul"
node,415523167,Q1757239,"Maximiliano de Almeida"
node,415523168,Q1784425,"Tupanci do Sul"
node,415523173,Q1757409,"Machadinho"
node,415523178,Q1786428,"São José do Ouro"
node,415523192,Q1803249,"São Martinho"
node,415523194,Q347722,"São Valério do Sul"
node,415523195,Q728608,"Três Passos"
node,415523196,Q614230,"Braga"
node,415523198,Q570340,"Bom Progresso"
node,415523208,Q1784275,"Dois Irmãos das Missões"
node,415523209,Q1785508,"Erval Seco"
node,415523214,Q949556,"Ronda Alta"
node,415523217,Q1950470,"Planalto"
node,415523218,Q430538,"Sarandi"
node,415523221,Q1803155,"Ponte Preta"
node,415523226,Q1786434,"Gramado dos Loureiros"
node,415523230,Q595033,"Itapiranga"
node,415523234,Q1786627,"Benjamin Constant do Sul"
node,415523247,Q1757773,"Dionísio Cerqueira"
node,415523249,Q1757748,"São Miguel do Oeste"
node,415523251,Q1802916,"Realeza"
node,415523256,Q1803373,"Santo Antônio do Sudoeste"
node,415523261,Q1758321,"Vicente Dutra"
node,415523266,Q2004588,"Capanema"
node,415523271,Q2011993,"Pinhalzinho"
node,415523286,Q817387,"Chapecó"
node,415523296,Q1784804,"Guatambu"
node,415523309,Q1751322,"Xaxim"
node,415523311,Q1759029,"São Lourenço do Oeste"
node,415523316,Q1803648,"Dois Vizinhos"
node,415523318,Q985577,"Francisco Beltrão"
node,415523320,Q1804194,"Cruzeiro do Iguaçu"
node,415523329,Q2004241,"Ampere"
node,415523331,Q1803367,"Rio Bonito do Iguaçu"
node,415523333,Q1786472,"Ipiranga do Sul"
node,415523336,Q1803573,"Coronel Vivida"
node,415523337,Q1802867,"Quedas do Iguaçu"
node,415523338,Q972174,"Chopinzinho"
node,415523347,Q1785519,"Gaurama"
node,415523351,Q1112822,"Barra do Rio Azul"
node,415523352,Q1774437,"Itá"
node,415523354,Q1786460,"Áurea"
node,415523355,Q1786719,"Floriano Peixoto"
node,415523358,Q642088,"Erechim"
node,415523362,Q1750452,"Getúlio Vargas"
node,415523367,Q1758153,"Xanxerê"
node,415523369,Q1784472,"Seara"
node,415523372,Q1764914,"Correia Pinto"
node,415523385,Q928397,"Palmas"
node,415523387,Q1637506,"Abelardo Luz"
node,415523388,Q1773364,"Clevelândia"
node,415523393,Q749798,"Concórdia"
node,415523395,Q1799339,"Ibicaré"
node,415523396,Q326354,"Guarapuava"
node,415523397,Q1805140,"Bituruna"
node,415523398,Q935946,"Pinhão"
node,415523406,Q1799400,"Videira"
node,415523407,Q785711,"General Carneiro"
node,415523408,Q986540,"Caçador"
node,415523410,Q543046,"Fraiburgo"
node,415523413,Q1758467,"Joaçaba"
node,415523414,Q1784481,"Herval d'Oeste"
node,415523416,Q1992575,"Mangueirinha"
node,415523419,Q1803900,"Laranjeiras do Sul"
node,415523426,Q594784,"Candói"
node,415523429,Q1799304,"Canoinhas"
node,415523432,Q1803791,"São Mateus do Sul"
node,415523434,Q2064763,"Irati"
node,415523436,Q2004428,"Imbituva"
node,415523445,Q988869,"União da Vitória"
node,415523446,Q1784679,"Porto União"
node,415523448,Q1799343,"Lebon Régis"
node,415523450,Q931280,"Santa Cecília"
node,415523454,Q2004256,"Cruz Machado"
node,415523458,Q751491,"Prudentópolis"
node,415523459,Q1803606,"Guaraniaçu"
node,415523460,Q1780032,"Goioerê"
node,415523462,Q2004566,"Ubiratã"
node,415523468,Q2004390,"Rancho Alegre d'Oeste"
node,415523469,Q1804924,"Campina da Lagoa"
node,415523478,Q383890,"Assis Chateaubriand"
node,415523480,Q949670,"Palotina"
node,415523489,Q2027403,"Iporã"
node,415523490,Q1804001,"Corbélia"
node,415523491,Q1804185,"Jardim Alegre"
node,415523492,Q652176,"Ivaiporã"
node,415523496,Q1802922,"Pitanga"
node,415523504,Q1773327,"Campo Mourão"
node,415523509,Q2355843,"Palmital"
node,415523514,Q2003711,"Mariluz"
node,415523542,Q1765034,"Urupema"
node,415523543,Q1803479,"Sengés"
node,415523544,Q985581,"Itararé"
node,415523545,Q1798802,"Capão Bonito"
node,415523547,Q2007405,"Curiúva"
node,415523548,Q2005159,"Faxinal"
node,415523552,Q1796811,"Itaiópolis"
node,415523553,Q177325,"Reserva"
node,415523554,Q2063986,"Ortigueira"
node,415523557,Q987328,"Tibagi"
node,415523563,Q1759213,"Taió"
node,415523564,Q1784692,"Salete"
node,415523573,Q973513,"Palhoça"
node,415523574,Q173849,"São José"
node,415523575,Q1754582,"Biguaçu"
node,415523576,Q1765043,"Governador Celso Ramos"
node,415523584,Q327210,"Santo Amaro da Imperatriz"
node,415523593,Q1784358,"Luís Alves"
node,415523594,Q1799377,"Guaramirim"
node,415523600,Q1758034,"Guabiruba"
node,415523601,Q2004402,"Rio Branco do Sul"
node,415523604,Q2004535,"Itaperuçu"
node,415523605,Q1773313,"Araucária"
node,415523606,Q2004440,"Fazenda Rio Grande"
node,415523608,Q2004462,"Contenda"
node,415523609,Q2004489,"Mandirituba"
node,415523610,Q1988300,"Quitandinha"
node,415523613,Q2064788,"Lapa"
node,415523615,Q2039438,"Palmeira"
node,415523619,Q1784369,"Três Barras"
node,415523621,Q1784714,"Rio Negrinho"
node,415523624,Q1796797,"Papanduva"
node,415523628,Q1760259,"Apiaí"
node,415523629,Q2201300,"Cerro Azul"
node,415523633,Q1805391,"Arapoti"
node,415523634,Q1803599,"Jaguariaíva"
node,415523637,Q1803923,"Carambeí"
node,415523638,Q2077411,"Castro"
node,415523640,Q1803311,"Piraí do Sul"
node,415523641,Q1803813,"Pontal do Paraná"
node,415523642,Q206105,"Matinhos"
node,415523643,Q242906,"Ponta Grossa"
node,415523645,Q650514,"Quatro Barras"
node,415523646,Q1788891,"Pinhais"
node,415523651,Q478818,"São José dos Pinhais"
node,415523654,Q156819,"Joinville"
node,415523655,Q607184,"Araquari"
node,415523656,Q1784611,"Penha"
node,415523657,Q1798851,"Guapiara"
node,415523658,Q1760947,"Cajati"
node,415523661,Q734937,"Ribeirão Branco"
node,415523665,Q1798084,"Registro"
node,415523667,Q1760417,"Juquiá"
node,415523668,Q1760269,"Miracatu"
node,415523669,Q579753,"Itariri"
node,415523670,Q983529,"Mongaguá"
node,415523672,Q385327,"São Borja"
node,415523675,Q1637478,"Quaraí"
node,415523676,Q851276,"Alegrete"
node,415523677,Q917693,"Santana do Livramento"
